DatasetName,NOP58_C(109) NOP58_C(509) NOP58_C(514) NOP58_S(105) NOP58_S(109) NOP58_S(304) NOP58_S(351) NOP58_S(407) NOP58_S(434) NOP58_S(440) NOP58_S(475) NOP58_S(483) NOP58_S(494) NOP58_S(497) NOP58_S(502) NOP58_S(507) NOP58_S(509) NOP58_S(514) NOP58_T(34) NOP58_T(350) NOP58_T(435) NOP58_T(438) NOP58_T(482) NOP58_T(508),NOP58_T(510)
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.5248450344520221,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5249644767392745,
CK2022_15 16-1,0.527356387621833,
CK2022_3 16-1,0.5305655176411407,
LY2019_P4-,0.5171997745305275,
FSO2013_Ratio H/L normalized Rep3___2,0.5139168660031859,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5363236283699059,
GF2025_P8_Adh,0.5380847520269889,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.5319804385862389,
GF2025_P5_Sph,0.5049678992820504,
CK2022_10 16-1,0.5338011893127891,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,0.5279976752359697,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,0.5216474810911048,
SAS2015_AZD/DMSO_Exp2,0.5178179597210878,
IMM2018_normalised rep. int. CDK5L-1,0.5317071467400264,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.518363836672546,
EJN2021_2_Ex_Basal,0.5228165369184545,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.520512071675962,
CF2017_FTE 16,0.5211533008720829,
AR2021_L41 10 μM,0.5155526048205777,
CF2017_EOC 2,0.5153089487475737,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5341012946467052,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5218251015396359,
RB2022_7_PreSprint,0.5268063630623442,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5288309851851442,
CK2022_6 16-1,0.5289591423460068,
ZX2022_CB treated Replicate 1,0.5303645962291778,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5046925540085496,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5256363678859647,
RM2024_Intensity D2-2___2,0.5209584857023329,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5242226839757321,
RB2022_1_PreStrength,0.5245777449471274,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5222504217312216,
AR2021_L41 1 μM,0.504442662869217,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5257707399257129,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5313072705482642,
KS2014_Intensity C4,0.5406430710008281,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5397604543737129,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5047866576358533,
MV2014_Ratio H/M normalized B2___1 (5 min),0.5173092017171809,
FSO2013_Ratio M/L normalized Rep2___3,0.5062922797541317,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.5249884810853128,
SR2019_MCF10A_Biol_repl_3,0.5276683564481426,
HS2024_7_B_T2,0.5186702402037439,
SAS2015_PLX/DMSO_Exp3,0.5229685277299057,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5114653344510559,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5160931775493739,
YA2020_Reporter_intensity_Cancer_No.2,0.5313164907501139,
FSO2013_Ratio H/M normalized Rep2___3,0.5027971339614088,
RB2022_8_PreSprint,0.5237200372024334,
AH2018_SILAC_IT_3_C,0.5328553157856084,
WZ2023_Pu_025_10min,0.5148197843979397,
RM2024_Intensity D2-2___3,0.5251879525173914,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5244414837899266,
FSO2013_Ratio M/L normalized Rep3___1,0.529716977820113,
SR2019_JIMT1_Biol_repl_4,0.5380788695572979,
YP2020_Intensity C10_R2_mult_log2,0.5218590789294071,
ZCP2016_Ratio H/L Rep 2,0.5187609355832491,
CF2017_EOC 4,0.5136791816569715,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.51838264563404,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5332344143823904,
KS2014_Intensity C6,0.5399593083103195,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,0.5163308542157763,
CK2022_12 40-1,0.5256428978421214,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5330321604634674,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5236237330003152,
AH2018_SILAC_IT_2_C,0.5308983634427894,
CK2022_5 40-1,0.5259511797260344,
AH2018_LFQ_3_X,0.5239501383823967,
UK2020_UA_3,0.5214557404577128,
LY2019_P7-,0.5175507128346319,
GF2025_P5_Adh,0.49597917184393353,
RB2022_1_PostStrength,0.5219732869198168,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.530543993870122,
SR2019_HCC1954_Biol_repl_3,0.5253690589295604,
CR2017_Ratio Replicate 2.2,0.5099857037221769,
VOI2024_0.1uM 2 h_1 mono,0.5143184707711674,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5150978328209282,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.5164865732515401,
CK2022_11 16-1,0.5327529570899159,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.49214454939137586,
PG2020_Intensity CT_B,0.5267409143344634,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5218160903122319,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5223455155333939,
AH2018_LFQ_3_C,0.5205209895878006,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5258675830973122,
YA2020_Reporter_intensity_Cancer_No.4,0.5322389208832291,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,0.5037024071623065,
GF2025_P4_Sph,0.5099178660949484,
RB2022_2_PreEndurance,0.5316452786486586,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5447903571356708,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5225984060900323,
FR2021_Intensity.H,0.5215660420471201,
CK2022_14 16-1,0.5270729686984647,
AST2020_anti-CD3+PDL2,0.5295602793493944,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5169629521714092,
KBE2022_Log2_Ex_19_T,0.5416073313030616,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.5222279237459042,
FSO2013_Ratio H/M normalized Rep1___2,0.515042252155987,
HS2024_8_I_T1,0.5158266723702836,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5137430457425172,
AH2018_TMTMS2_1_X,0.5220708280744227,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5202134225117093,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5253049064110565,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5217257484571479,
HS2024_6_I_N2,0.5243731494703207,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5201452484890606,
MV2014_Ratio L/H normalized B3___2 (5 min),0.5085631635459821,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5165868093972482,
HS2024_4_I_T3,0.5150161549956459,
AH2018_SILAC_1_X,0.5322081349263142,
PG2020_Intensity 10h_B,0.534552540462129,
AH2018_TMTMS3_1_X,0.5133385495079,
CF2017_FTE 14,0.5229076433262461,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,0.5231886742463463,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5047474655828731,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5234916408772224,
SR2019_HCC1419_Biol_repl_3,0.526578546635322,
KBE2022_Log2_Ex_14_T,0.5492401254910547,
EP2017_Untreated R#2 normalized log2 ratio,0.501413437338258,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.51989980148961,
HS2024_5_I_N2,0.5201424936267489,
SAS2015_PLX/AZD_Exp3,0.5261367556098178,
EP2017_Pervanadate R#2 log2 ratio,0.496966185297592,
AS2011_Ratio H/L Normalized RNAi_2_1,,
