DatasetName,MISP_S(155) MISP_S(156) MISP_S(177) MISP_S(178) MISP_S(208) MISP_S(214) MISP_S(269) MISP_S(284) MISP_S(333) MISP_S(335) MISP_S(344) MISP_S(348) MISP_S(376) MISP_S(391) MISP_S(394) MISP_S(395) MISP_S(397) MISP_S(400) MISP_S(430) MISP_S(449) MISP_S(460) MISP_S(466) MISP_S(468) MISP_S(471) MISP_S(473) MISP_S(479) MISP_S(540) MISP_S(541) MISP_S(543) MISP_S(575) MISP_S(582) MISP_S(586) MISP_S(675) MISP_S(78) MISP_S(84) MISP_T(153) MISP_T(154) MISP_T(157) MISP_T(164) MISP_T(172) MISP_T(179) MISP_T(217) MISP_T(219) MISP_T(224) MISP_T(287) MISP_T(291) MISP_T(333) MISP_T(338) MISP_T(374) MISP_T(377) MISP_T(433) MISP_T(459) MISP_T(464) MISP_T(577) MISP_Y(344) MISP_Y(350) MISP_Y(638) MISP_Y(7),MISP_S(213) MISP_S(474) MISP_S(566) MISP_S(69) MISP_T(160) MISP_T(262)
JJ2018_Ratio M/L normalized pP1___1,0.5295382028537129,
AH2018_LFQ_M_3_N,0.5272697615272864,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5247563829023839,
CK2022_15 16-1,0.5217439339424225,
CK2022_3 16-1,0.5277244412496663,
LY2019_P4-,0.5253855616843124,
FSO2013_Ratio H/L normalized Rep3___2,0.5203085435508688,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.4852799615643724,
GF2025_P8_Adh,0.5241153760711224,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,0.5122184595473065,
GF2025_P5_Sph,0.5227699233699586,
CK2022_10 16-1,0.5228378529575735,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,0.5272029768367321,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,0.5291882663247367,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,0.5268928182542205,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,0.5213643883120207,
EP2017_Mitotic R#1 log2 ratio,0.535619300403175,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),0.5222253822337726,
KTGR2014_Ratio-Rapa 30 mins,0.5235886686410209,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.5262555316358525,
AR2021_L41 10 μM,,
CF2017_EOC 2,0.5225965931001527,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5218108558813519,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,0.5290266237978463,
CK2022_6 16-1,0.5225351450252921,
ZX2022_CB treated Replicate 1,0.515254584722409,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.525465850841651,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5249483324168224,0.28833396644561665
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5244535208583457,
AR2021_L41 1 μM,,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5245558412153818,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.5124482513292055,0.3063039090779603
ZX2022_Control Replicate 3,0.5166349071400134,
KS2014_Intensity C4,0.5234885962890312,
AS2011_Ratio H/L Inhi_2,0.5084378868148389,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5190678339788745,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,0.5329749422693878,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5226287794328482,
HS2024_7_B_T2,0.4894076148390745,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,0.522405546051096,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.523376599643475,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5244096283421434,
FSO2013_Ratio H/M normalized Rep2___3,0.5379602646927468,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5219482887786604,
WZ2023_Pu_025_10min,,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,0.5086618513541931,
RCJD2014_10min_3,0.5307909872375979,
FSO2013_Ratio M/L normalized Rep3___1,0.5439256220788355,
SR2019_JIMT1_Biol_repl_4,0.520968754532379,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5396830906272075,
CF2017_EOC 4,0.5211625493546289,
JJ2018_Ratio H/L normalized pP1___1,0.5232417258030522,
WZ2023_Pe_010_30min,,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5232978399633942,
KS2014_Intensity C6,0.5222146828277229,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5183254406638976,0.2647545808391451
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5190523504959836,
JJ2018_Ratio H/M normalized pP1,0.5160970999109096,
CK2022_16 40-1,0.5190235116328663,0.2701103148038621
AH2018_SILAC_IT_2_C,0.5194807449174508,
CK2022_5 40-1,0.5192232670505919,0.26712638440504916
AH2018_LFQ_3_X,0.525256860749931,
UK2020_UA_3,,
LY2019_P7-,0.5229183315817101,
GF2025_P5_Adh,0.5301217062128619,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4973413292568597,
SR2019_HCC1954_Biol_repl_3,0.5227519391781009,
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5230690464964121,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,
PG2020_Intensity CT_B,0.5157918985254788,0.2749789614296317
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5214514348363796,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5277799328897095,
AH2018_LFQ_3_C,0.5216181702903943,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,0.5161406341340548,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5272829833653334,
YA2020_Reporter_intensity_Cancer_No.4,0.5281733285369841,
KS2014_Intensity pY_E5_2,0.5246411417146827,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5223123687885173,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5214537180206764,
FR2021_Intensity.H,0.5219241641289265,
CK2022_14 16-1,0.5226276982636923,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.5451448079674239,
HS2024_8_I_T1,0.5283467051661419,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5357775731584508,
AH2018_TMTMS2_1_X,0.5250213046461127,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5202863859164054,
AS2011_Ratio H/L Normalized RNAi_1_3,0.5344394379180644,
SR2019_MCF10A_Biol_repl_1,0.5224746484919611,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5598237564610977,
HH2022_Reporter intensity 4,0.5211839462527273,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.5257598300398463,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5263479652290536,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,0.522306242632051,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5261527773462454,
HS2024_4_I_T3,0.529086982515758,
AH2018_SILAC_1_X,0.5196726785589777,
PG2020_Intensity 10h_B,0.517857526878525,
AH2018_TMTMS3_1_X,0.522296194113974,
CF2017_FTE 14,0.522964883419893,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5365945536899639,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.532283072025318,
SR2019_HCC1419_Biol_repl_3,0.5226721803168091,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5239678532243788,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.523081119296291,
HS2024_5_I_N2,0.5483338894976773,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5430288253863612,
AS2011_Ratio H/L Normalized RNAi_2_1,0.5315548584054851,
