DatasetName,COPA_S(1193) COPA_S(170) COPA_S(173) COPA_S(402) COPA_S(434) COPA_S(824) COPA_S(895) COPA_T(821),COPA_S(179) COPA_S(68) COPA_T(286) COPA_T(591)
AH2018_SILAC_IT_2_C,0.5270193255461585,
CK2022_5 40-1,0.5374225973051425,
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,0.5418012657685832,
GF2025_P5_Adh,0.5214877066874585,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,0.5189581917167932,
CR2017_Ratio Replicate 2.2,0.5245170095898142,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.524483760348595,
ZQ2022_C1,0.5426250192837034,
CR2017_Ratio Replicate 2.1,0.557331251401288,
PG2020_Intensity CT_B,0.5135437546735473,
JJ2018_Ratio M/L normalized___2,,0.3435713546109406
AH2018_SILAC_MR_1_N,0.5473803451355772,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,0.5385060518758517,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5890290755340766,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5748923716635915,
AH2018_LFQ_3_C,0.5435763720209112,
JJ2018_Ratio M/L normalized pP3___2,,0.35109585830959344
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,0.5521863621779062,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5325903538321939,
RB2022_2_PreEndurance,,
JW2021_Before_1,0.5424639676415222,
KBE2022_Log2_Ex_25_T,0.5366991345594083,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5329926215735954,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5246112201041294,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.41839631593707466
KS2014_Intensity pY_N1,0.5442156395862093,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5653546093973962,
AH2018_TMTMS2_1_X,0.5451161813634889,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5808497700333629,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,0.38904522003290504
CF2017_FTE 15,0.53506303910246,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5291269250965723,
PG2020_Intensity 10h_B,0.5288595016977438,
AH2018_TMTMS3_1_X,0.5534821686653505,
CF2017_FTE 14,0.5347665413847043,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5295482434323705,
SR2019_HCC1419_Biol_repl_3,0.5036080519603572,
KBE2022_Log2_Ex_14_T,,0.3997095520478684
EP2017_Untreated R#2 normalized log2 ratio,0.5452895853061036,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5484262350810282,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5603933570746389,
AS2011_Ratio H/L Normalized RNAi_2_1,,
