DatasetName,NAGK_S(19) NAGK_S(23) NAGK_S(25) NAGK_S(69) NAGK_S(74),NAGK_S(7) NAGK_S(70) NAGK_S(76) NAGK_S(96) NAGK_S(98)
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.5624369508168283
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,0.5631200452305013
AH2018_SILAC_IT_2_C,,0.5427808828780479
CK2022_5 40-1,,0.5650397596980071
AH2018_LFQ_3_X,,0.5630771884814593
UK2020_UA_3,0.4330123533631989,0.5525751586021336
LY2019_P7-,,0.5264058473160926
GF2025_P5_Adh,,0.5356968836540678
RB2022_1_PostStrength,0.4346668637188853,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,0.5662598048696357
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.5440859856224061
ZQ2022_C1,0.43637654834225936,0.5446755534021092
CR2017_Ratio Replicate 2.1,,0.5690397411375128
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,0.5462813850715228
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,0.43310573346120806,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,0.5631272265038794
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,0.5676515401553981
YA2020_Reporter_intensity_Cancer_No.4,0.41197567828441617,0.5581818884637672
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.567737138314521
RB2022_2_PreEndurance,0.42798834203499225,
JW2021_Before_1,0.43509355601919,
KBE2022_Log2_Ex_25_T,,0.5626734078899689
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,0.5427259642738553
AST2020_anti-CD3+PDL2,0.40812160074634274,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.5532474022568808
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.39824404308690564,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,0.5548587159803152
EP2017_Mitotic R#2 log2 ratio,,0.5412523196239247
AH2018_TMTMS2_1_X,,0.6005093535238569
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.4834231041506391,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.5417780161777326
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,0.546167831744201
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.5472289333847181
CF2017_FTE 14,,0.541944838865001
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,0.5615606815558831
EP2017_Untreated R#2 normalized log2 ratio,,0.5434916672067331
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,0.4378545764820968,0.5570396645259632
LY2019_P5+,,0.5765575701248788
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,0.5421093598611534
AS2011_Ratio H/L Normalized RNAi_2_1,,
