DatasetName,RRAS2_S(10) RRAS2_S(109) RRAS2_S(177) RRAS2_S(192) RRAS2_S(68) RRAS2_S(9),RRAS2_C(186) RRAS2_C(190) RRAS2_S(176) RRAS2_S(186)
YA2020_Reporter_intensity_Cancer_No.2,,0.6945782084474157
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.4693378295825572,
AH2018_SILAC_IT_3_C,,0.6819137186993058
WZ2023_Pu_025_10min,,0.6742936200686457
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,0.6352425074542767
SR2019_JIMT1_Biol_repl_4,0.5441655712073178,0.7339240206871587
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.6348518203966736
JJ2018_Ratio H/L normalized pP1___1,,0.6760630989890988
WZ2023_Pe_010_30min,,0.6639828290880379
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.6840431392497446
KS2014_Intensity C6,,0.6445339807439802
ZQ2022_N3,,0.6743007907940815
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.6565833958157736
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,0.7102212720540151
JJ2018_Ratio H/M normalized pP1,,0.6168181777078017
CK2022_16 40-1,,0.6743627408212579
AH2018_SILAC_IT_2_C,,0.6794753692464774
CK2022_5 40-1,,0.6818789221495931
AH2018_LFQ_3_X,0.5231107428909053,0.7010798040339993
UK2020_UA_3,,0.7115030951734241
LY2019_P7-,,0.6953655125442798
GF2025_P5_Adh,,0.6666865820704275
RB2022_1_PostStrength,0.49507252566939997,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.6502159762610551
SR2019_HCC1954_Biol_repl_3,0.5283092654214713,0.7271905673043534
CR2017_Ratio Replicate 2.2,,0.6309757381797751
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.6142223052943068
ZQ2022_C1,,0.6163071261316841
CR2017_Ratio Replicate 2.1,,0.6579313651053436
PG2020_Intensity CT_B,,0.6282497974272032
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5221552405404452,0.7045648815585551
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.5274199832620889,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,0.6676013231098988
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,0.7026830419570105
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5290647668765701,0.7052043011976742
YA2020_Reporter_intensity_Cancer_No.4,,0.6970191903096312
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.6315119664148325
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,0.6398460838860286
FR2021_Intensity.H,,
CK2022_14 16-1,,0.6282981285779923
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.5249721515203926,
EP2017_Mitotic R#2 log2 ratio,0.5229488846892093,
AH2018_TMTMS2_1_X,,0.6988512511145198
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5265686289178623,0.7127467192048861
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5589993865026507,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5337408132617852,0.6584151237916598
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,0.6780357647002987
PG2020_Intensity 10h_B,,0.6395903721003579
AH2018_TMTMS3_1_X,,0.6867056574292205
CF2017_FTE 14,0.5361462031230342,0.6496242300537876
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.6323336250413241
SR2019_HCC1419_Biol_repl_3,0.5254096845685997,0.7224609814678751
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5246583805759467,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.6674545437071508
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5138686002707553,
AS2011_Ratio H/L Normalized RNAi_2_1,,
