DatasetName,HDAC1_C(409) HDAC1_M(393) HDAC1_S(393) HDAC1_S(403) HDAC1_S(406) HDAC1_S(409) HDAC1_S(410) HDAC1_S(413) HDAC1_S(421) HDAC1_S(423) HDAC1_S(434),HDAC1_C(410) HDAC1_C(421) HDAC1_S(408)
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5652971675299123,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5649672858573159,
AR2021_L41 1 μM,0.5528899760394229,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5652958033244376,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5546131765875646,
KS2014_Intensity C4,0.5754950410431502,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5740984705014059,
HS2024_7_B_T2,0.5582893444138641,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5474266357661969,
AH2018_LFQ_M_3_C,0.5399491364147976,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5668105424401061,
AH2018_SILAC_IT_3_C,0.5625692418418103,
WZ2023_Pu_025_10min,0.5909485977607178,0.3503861621838486
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.5303704227909575,
SR2019_JIMT1_Biol_repl_4,0.5902767974631218,
YP2020_Intensity C10_R2_mult_log2,0.5802096789464712,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,
JJ2018_Ratio H/L normalized pP1___1,0.5638261108906568,
WZ2023_Pe_010_30min,0.5887093260712389,0.35447145757498505
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5662137155660605,
KS2014_Intensity C6,0.5838147248201141,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5587870421029661,
JJ2018_Ratio H/M normalized pP1,0.5543905623593406,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5643273489027675,
CK2022_5 40-1,,
AH2018_LFQ_3_X,,
UK2020_UA_3,0.5614068873395986,
LY2019_P7-,0.5716631229321337,
GF2025_P5_Adh,0.5503896605422911,
RB2022_1_PostStrength,0.5680225919891412,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5242103685215471,
SR2019_HCC1954_Biol_repl_3,0.5755804694822079,
CR2017_Ratio Replicate 2.2,0.5362126824205347,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.5611129294309062,
CK2022_11 16-1,0.56584307051433,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5168907114553509,
PG2020_Intensity CT_B,0.48928482061783424,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5262994743978306,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5666273123416633,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5674503251789275,
FR2021_Intensity.H,0.5829706764531228,
CK2022_14 16-1,0.5609069016161009,
AST2020_anti-CD3+PDL2,0.5777957273784607,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5585414053620071,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.5627006601955432,
FSO2013_Ratio H/M normalized Rep1___2,0.5994315792031986,
HS2024_8_I_T1,0.5360492862060251,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.56593422938185,
AH2018_TMTMS2_1_X,0.5651762289074681,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5663649462803569,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5619766884843785,
HS2024_6_I_N2,0.5562365453175722,
HH2022_Reporter intensity 4,0.570474822563965,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.5755201589292755,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,0.5911936374199417,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,0.5724454516283786,
AH2018_TMTMS3_1_X,0.581229921442097,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5737856823029784,
SR2019_HCC1419_Biol_repl_3,0.5671761967706611,
KBE2022_Log2_Ex_14_T,0.5544924777977064,
EP2017_Untreated R#2 normalized log2 ratio,0.5499215764850702,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5632975003110344,
HS2024_5_I_N2,0.6055630803240375,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.525753050488399,
AS2011_Ratio H/L Normalized RNAi_2_1,,
