DatasetName,DTD1_S(193),DTD1_S(12) DTD1_S(179) DTD1_S(182) DTD1_S(194) DTD1_S(196) DTD1_S(197) DTD1_S(204) DTD1_S(205) DTD1_S(4)
MV2014_Ratio H/M normalized B2___1 (5 min),,0.5319806360467616
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,0.5397874430564976
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,0.568755634737039
SAS2015_PLX/DMSO_Exp3,,0.5555847203740567
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,0.5759695822028322
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,0.530401227461371
YA2020_Reporter_intensity_Cancer_No.2,,0.5167950093456839
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,0.5531036036241601
WZ2023_Pu_025_10min,,0.5805747681462226
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,0.541559703854615
FSO2013_Ratio M/L normalized Rep3___1,,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,0.5484109458315493
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.5568411887162612
JJ2018_Ratio H/L normalized pP1___1,,0.5376934572561466
WZ2023_Pe_010_30min,,0.578893052722143
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.5537469392443906
KS2014_Intensity C6,,0.5246825494560347
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.5243507527152466
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,,0.5354089416695811
JJ2018_Ratio H/M normalized pP1,,0.5453992361779317
CK2022_16 40-1,,0.5147400859557005
AH2018_SILAC_IT_2_C,,0.5538077038220863
CK2022_5 40-1,,0.5243871231892316
AH2018_LFQ_3_X,,0.5666976491588378
UK2020_UA_3,,0.5342542845974415
LY2019_P7-,,0.5950163685919851
GF2025_P5_Adh,,0.5497856847859803
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,0.5265694639091303
VOI2024_0.1uM 2 h_1 mono,,0.5319535564317192
MV2014_Ratio L/M normalized A2___1 (10 min),,0.5357847534367967
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.538446186772337
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,0.5269733699670024
PG2020_Intensity CT_B,,0.5448660166968762
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,0.5791078598398269
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,0.544078309299343
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,0.538676111981051
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,0.5368607587503296
AH2018_LFQ_3_C,,0.571129410581915
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,0.5713376845103302
YA2020_Reporter_intensity_Cancer_No.4,,0.5182484114489138
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.53670609092481
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,0.5500407743989487
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,0.4388775737871552
JJ2018_Ratio M/L normalized___1,,0.534134147423691
FR2021_Intensity.H,,
CK2022_14 16-1,,0.5265209669511423
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,0.5365453692386518
KBE2022_Log2_Ex_19_T,,0.5467822551830621
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,0.5419147287357777
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,0.5376444914647078
EP2017_Mitotic R#2 log2 ratio,,0.51458100251828
AH2018_TMTMS2_1_X,,0.4955634639957456
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,0.5531889652896937
HS2024_6_I_N2,,0.5411386258224989
HH2022_Reporter intensity 4,0.552542753175403,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,0.5473407157692516
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.5675198859672197
HS2024_4_I_T3,,0.5537235965952125
AH2018_SILAC_1_X,,0.5520185198791077
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.5346225535869162
CF2017_FTE 14,,0.5564952328773292
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,0.561872587230176
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.5421735545912216
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,0.5470206194727767
EP2017_Untreated R#2 normalized log2 ratio,,0.5122568605860418
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.4839823025723565
HS2024_5_I_N2,,0.5514723142395002
SAS2015_PLX/AZD_Exp3,,0.5474450417516659
EP2017_Pervanadate R#2 log2 ratio,,0.5368602047105117
AS2011_Ratio H/L Normalized RNAi_2_1,,
