DatasetName,LRBA_S(10) LRBA_S(1015) LRBA_S(1100) LRBA_S(1118) LRBA_S(1133) LRBA_S(1135) LRBA_S(1139) LRBA_S(1231) LRBA_S(1247) LRBA_S(1261) LRBA_S(1299) LRBA_S(1477) LRBA_S(1488) LRBA_S(1498) LRBA_S(1669) LRBA_S(1767) LRBA_S(1787) LRBA_S(2053) LRBA_S(2054) LRBA_S(2064) LRBA_S(2201) LRBA_S(2496) LRBA_S(2809) LRBA_S(3) LRBA_S(7) LRBA_S(968) LRBA_S(979) LRBA_T(1120) LRBA_T(14) LRBA_T(1667) LRBA_T(1962) LRBA_T(2051),LRBA_S(2065),LRBA_S(173)
CF2017_EOC 4,0.5140343122902913,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,0.521016911851958,,
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,0.5131004840054706,,
ZQ2022_N3,0.513960928135638,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,0.5121531545407797,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,
AH2018_LFQ_3_X,,,
UK2020_UA_3,,,
LY2019_P7-,0.5138554106218648,,
GF2025_P5_Adh,0.5203815352401127,,
RB2022_1_PostStrength,,,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,0.5049220231840392,,
SR2019_HCC1954_Biol_repl_3,,,
CR2017_Ratio Replicate 2.2,,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,0.5142054293753694,,
ZQ2022_C1,0.5252536443861646,,
CR2017_Ratio Replicate 2.1,0.5083728334546089,,
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,,,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,,,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,,,
YA2020_Reporter_intensity_Cancer_No.4,0.5163686683298475,,
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,0.5196656469677593,,
RB2022_2_PreEndurance,0.5205704624788849,,
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,
CK2022_14 16-1,0.5145124613721792,,
AST2020_anti-CD3+PDL2,,,
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,,,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,
EP2017_Mitotic R#2 log2 ratio,0.5466113813348004,,
AH2018_TMTMS2_1_X,0.5173101529891019,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,,,
HS2024_6_I_N2,,,
HH2022_Reporter intensity 4,0.5186133743339094,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,0.519578139291483,,
HS2024_4_I_T3,,,
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,0.5150891686664958,,
AH2018_TMTMS3_1_X,0.5105061955154916,,
CF2017_FTE 14,,,
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,0.5150220249630453,,
SR2019_HCC1419_Biol_repl_3,,,
KBE2022_Log2_Ex_14_T,,,
EP2017_Untreated R#2 normalized log2 ratio,0.5060934214033914,,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,0.5257811089202872,,
HS2024_5_I_N2,,,
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,0.5119144261307635,,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
