DatasetName,PHF2_S(1053) PHF2_S(1056) PHF2_S(1058) PHF2_S(1059) PHF2_S(3) PHF2_S(447) PHF2_S(458) PHF2_S(459) PHF2_S(463) PHF2_S(467) PHF2_S(469) PHF2_S(474) PHF2_S(533) PHF2_S(534) PHF2_S(537) PHF2_S(539) PHF2_S(612) PHF2_S(625) PHF2_S(638) PHF2_S(640) PHF2_S(655) PHF2_S(671) PHF2_S(674) PHF2_S(681) PHF2_S(705) PHF2_S(730) PHF2_S(733) PHF2_S(734) PHF2_S(738) PHF2_S(740) PHF2_S(853) PHF2_S(879) PHF2_S(882) PHF2_S(896) PHF2_S(897) PHF2_S(899) PHF2_S(905) PHF2_T(479) PHF2_T(535) PHF2_T(541) PHF2_T(6) PHF2_T(654) PHF2_Y(877),PHF2_T(907)
WZ2023_Su_010_10min,0.5293465091198634,
PG2020_Intensity 6h_C,0.5153267731371406,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.517750353116101,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5098312945855388,
CK2022_15 16-1,0.5173645282628024,
CK2022_3 16-1,0.515974513730478,
LY2019_P4-,0.5060099497457939,
FSO2013_Ratio H/L normalized Rep3___2,0.5140077240578609,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,0.5477839063010269,
GF2025_P8_Adh,0.5203381512071715,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5200671956967019,
CK2022_10 16-1,0.516039529425038,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.5130703176040045,
NJH2024_Sub2_HIIT_Mid,0.5166334499685937,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,0.5091284005283323,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.5066753987783,
IMM2018_normalised rep. int. CDK5L-1,0.5144875204581304,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5180688153732859,
EJN2021_2_Ex_Basal,0.5109427543419257,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.516032074339078,
AR2021_L41 10 μM,0.5391698342684536,
CF2017_EOC 2,0.5164597888343659,
RB2022_6_PostEndurance,0.5173798456718626,
AH2018_SILAC_1_N,0.5157193845110707,
NJH2024_Sub10_HIIT_Pre,0.514848716183727,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,0.5200734229614359,
NJH2024_Sub2_MICT_Pre,0.5173294486969012,
HS2024_3_PD_T2,0.5216380202534281,
CK2022_6 16-1,0.515162379327285,
ZX2022_CB treated Replicate 1,0.5408073172525474,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5238127545687812,
TM2022_mock.12h.C,0.5149856973927658,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.522886178549861,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,0.5157533246817328,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5153274705638389,
AR2021_L41 1 μM,0.5316705361398248,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5156321147722568,
NJH2025_Sub10_MICT_Pre,0.5160385761518159,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5394817882753647,
KS2014_Intensity C4,0.5191356096560356,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5137109362688236,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5227821604279119,
MV2014_Ratio H/M normalized B2___1 (5 min),0.5182002116020613,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,0.5179158720766535,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.5073528678335301,
SAS2015_PLX/DMSO_Exp3,0.5065599346494379,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5166334499685937,
AH2018_LFQ_M_3_C,0.517949099829132,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,0.5162812178603771,
FSO2013_Ratio H/M normalized Rep2___3,0.5194358965330399,
RB2022_8_PreSprint,0.5208501717505837,
AH2018_SILAC_IT_3_C,0.5157550758672457,
WZ2023_Pu_025_10min,0.5306885780598266,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5195413206248622,
FSO2013_Ratio M/L normalized Rep3___1,0.5265310077791039,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5139474107101415,
CF2017_EOC 4,0.5162253366020191,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5261946113779742,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.5202056798298149,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,0.5173788026872497,
ZX2022_Control Replicate 1,0.5405639075046518,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5157891677653734,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.5175703436543675,
UK2020_UA_3,,
LY2019_P7-,0.5175895966284936,
GF2025_P5_Adh,0.5145853987151733,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5128062274189295,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5154692547749709,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5175440996271304,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.5153105758654892,
CK2022_11 16-1,0.5160067134955407,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5216658331054483,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5164672253124315,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5158876380576012,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5213205762819098,
AH2018_LFQ_3_C,0.5164090369534485,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5189630870465548,
YA2020_Reporter_intensity_Cancer_No.4,0.5162773213403431,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,0.5252886298769887,
GF2025_P4_Sph,0.5173849717058806,
RB2022_2_PreEndurance,0.5212848044340211,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5233643586779352,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5131268447337674,
CK2022_14 16-1,0.5173618866031412,
AST2020_anti-CD3+PDL2,0.5168069115949302,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5145360534185451,
KBE2022_Log2_Ex_19_T,0.5144218069553118,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.5218393490652856,
HS2024_8_I_T1,0.5154837264578519,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5195922158739801,
AH2018_TMTMS2_1_X,0.5157733556621195,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5188563420324197,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5133217816838002,
HS2024_6_I_N2,0.5412531386364164,
HH2022_Reporter intensity 4,0.5166774761801757,
RBK2021_1326T Late,0.5187039891381107,
TM2022_mock.12h.B,0.5154464985400357,
NJH2024_Sub12_MICT_Pre,0.5094521013288643,
RCJD2014_15min_3,0.5185795042000318,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5170351001884281,
HS2024_4_I_T3,0.5243653230985792,
AH2018_SILAC_1_X,0.5161702631751698,
PG2020_Intensity 10h_B,0.5152896361254369,
AH2018_TMTMS3_1_X,0.5174080343222777,
CF2017_FTE 14,0.5159760540196783,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,0.5172650916701542,
RBK2021_1259T Early,0.5152351262383498,
RKK2015_IKK+TNF-α/IKKb,0.5055596134689029,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5048601064284094,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5212987953709941,
EP2017_Untreated R#2 normalized log2 ratio,0.5101737154065016,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5034618345356361,
HS2024_5_I_N2,0.5102074439947221,
SAS2015_PLX/AZD_Exp3,0.5112417548414318,
EP2017_Pervanadate R#2 log2 ratio,0.5212324909299041,
AS2011_Ratio H/L Normalized RNAi_2_1,,
