DatasetName,PGRMC2_S(104) PGRMC2_S(114) PGRMC2_S(12) PGRMC2_S(128) PGRMC2_S(208) PGRMC2_S(78) PGRMC2_S(90) PGRMC2_T(12) PGRMC2_T(175) PGRMC2_T(199) PGRMC2_T(202) PGRMC2_T(211) PGRMC2_T(216) PGRMC2_T(235) PGRMC2_T(93) PGRMC2_Y(210),PGRMC2_S(77)
KS2014_Intensity C4,0.5408763957296951,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5349481223639065,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.530392357509105,
MV2014_Ratio H/M normalized B2___1 (5 min),0.5411014388163593,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5467674711023278,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5490513570655552,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5485125192564683,
AH2018_SILAC_IT_3_C,0.5453970635481658,
WZ2023_Pu_025_10min,0.5349999552572423,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5429511241566655,
FSO2013_Ratio M/L normalized Rep3___1,0.5304288002366773,
SR2019_JIMT1_Biol_repl_4,0.5410578575590784,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.5509546789834953,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5212599244050656,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5386108174219756,
KS2014_Intensity C6,0.5415033773923486,
ZQ2022_N3,0.5233984384577498,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5359501768608451,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5439754361003003,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5353967652240256,
AH2018_SILAC_IT_2_C,0.5460025863144985,
CK2022_5 40-1,0.54472154696708,
AH2018_LFQ_3_X,0.5466935248643292,
UK2020_UA_3,0.5380811221612354,
LY2019_P7-,0.5325432988919526,
GF2025_P5_Adh,0.5080838734485319,
RB2022_1_PostStrength,0.5358091324621006,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.536686829412263,
SR2019_HCC1954_Biol_repl_3,0.5421581290254838,
CR2017_Ratio Replicate 2.2,0.529811404893217,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5304474754657457,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.523192490607431,
CK2022_11 16-1,0.5435342121798785,
ZQ2022_C1,0.5463961552181031,
CR2017_Ratio Replicate 2.1,0.5437269896092674,
PG2020_Intensity CT_B,0.5358353652062925,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5479780068202026,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,0.524875667166703,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.5426126854503531,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5346572893690051,
AH2018_LFQ_3_C,0.547783893716357,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5478573031756983,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5227606707991146,
RB2022_2_PreEndurance,0.5520662405996223,
JW2021_Before_1,0.5250260812826222,
KBE2022_Log2_Ex_25_T,0.5292070830001232,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5412295887092728,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5273321729399347,
KBE2022_Log2_Ex_19_T,0.5463631852064755,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.5441725967184694,
FSO2013_Ratio H/M normalized Rep1___2,0.5251712445150916,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.5339567111442665,
EP2017_Mitotic R#2 log2 ratio,0.5395221478188938,
AH2018_TMTMS2_1_X,0.5450655082560939,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5400387907132262,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5442892974647722,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,0.5414319582372275,
RBK2021_1326T Late,0.519366090031759,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5193400277895892,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5512714056252569,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.54568554268308,
PG2020_Intensity 10h_B,0.5665678398880911,
AH2018_TMTMS3_1_X,0.5393670546483024,
CF2017_FTE 14,0.5490177810503549,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,0.538350754602396,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.528674177525086,
SR2019_HCC1419_Biol_repl_3,0.5421369217663107,
KBE2022_Log2_Ex_14_T,0.5384264609653073,
EP2017_Untreated R#2 normalized log2 ratio,0.524181787881226,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5449375845550102,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5322398226075445,
AS2011_Ratio H/L Normalized RNAi_2_1,,
