DatasetName,EAF1_S(21) EAF1_S(247),EAF1_S(158) EAF1_S(254) EAF1_S(29),EAF1_S(165),EAF1_S(118) EAF1_S(57) EAF1_S(64) EAF1_T(157)
LATM2013_Log2 Ratio (Light/Medium) Reverse,,,,
CK2022_2 200-1,,,0.6964682598043643,
AS2011_Ratio H/L Protein RNAi_2,,,,
MV2014_Ratio L/H normalized A3___1 (2 min),,,,
WZ2023_Su_010_30min,,,0.6411228966377509,
RN2012_H01,,,0.5918442080983343,
KTGR2014_Ratio-Rapa 2 mins,,,,
EJN2021_2_Rest_Basal,,,,0.49457489860964077
KS2014_Intensity pY_E5_3,,,,
MM2018_Ratio H/L replicate 3,,,,
EP2017_Pervanadate R#1 normalized log2 ratio,,,,0.4952068515085228
HS2024_8_B_T3,,0.5418847908908969,,
YA2020_Reporter_intensity_Cancer_No.3,,,0.627027604728197,
KBE2022_Log2_Ex_44_U,,0.4643146272511374,0.4543155194791762,
WZ2023_Pe_010_20min,,,0.586259407067146,
KS2014_Intensity pY_C6,,,,
AS2011_Ratio H/L Normalized_3,,,,
RCJD2014_15min_mean,,,,
RB2022_3_PreStrength,,,,0.5503086979953598
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,,,
RCJD2014_10min_mean,,,,
KS2014_Intensity C1,,,0.5679303839568067,
FSO2013_Ratio H/M normalized Rep3___1,,0.5223809814272579,0.6291262852445031,
AH2018_SILAC_M_3_C,,,0.5744548973098933,
RKK2015_TNF-α+IKKb/TNF-α,,,,
RM2024_Intensity D0-3___2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,,,
AH2018_SILAC_M_2_C,,,0.5048525429322203,
AH2018_SILAC_M_2_X,,,0.4947497383224557,
KTGR2014_Ratio-Rapa 15 mins,,,,
RM2024_Intensity D4-2___1,,,,
KBE2022_Log2_Ex_15_T,,,0.5593861810246201,
VOI2024_0.1uM 24 h_1 di,,,,
WZ2023_Su_010_10min,,,0.6324611813881743,
PG2020_Intensity 6h_C,,0.46473174240806214,0.5142649105295616,0.5313588225061501
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,,0.5161299277088539,,0.5210791941341865
JJ2018_Ratio M/L normalized pP1___1,,,0.5921992066408212,
AH2018_LFQ_M_3_N,,,0.6162403690826915,
VOI2024_0.1uM 24 h_2 mono,,,,
AH2018_TMTMS2_3_C,0.5610150032261894,,0.568629277420399,
CK2022_15 16-1,,,0.6092924259440513,
CK2022_3 16-1,,,0.6162436855985197,
LY2019_P4-,,,0.5080248840385663,
FSO2013_Ratio H/L normalized Rep3___2,,0.4797487536751745,0.4507223149619783,
KS2014_Intensity pY_PV2,,,,
HS2024_3_I_N2,,,,
GF2025_P8_Adh,,,0.5848080388507307,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,,,
GF2025_P5_Sph,,,0.3563222732937793,
CK2022_10 16-1,,,0.5962658099939424,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,,,
VOI2024_0.1uM 2 h_2 di,,,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,,,
NJH2024_Sub2_HIIT_Mid,,,,
AMK2021_45I_p3,,,,
NJH2024_Sub13_HIIT_Mid,,,,
DB2022_LFQ intensity R1.2,,,,
DB2022_Intensity R1,,,,
NJH2024_Sub12_MICT_Mid,,,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,,,
UK2020_HCM_4,,,,
SAS2015_AZD/DMSO_Exp2,,,,
IMM2018_normalised rep. int. CDK5L-1,,,,
DB2022_LFQ intensity L2.2,,,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,,,
EP2017_Mitotic R#1 log2 ratio,,,,0.5243836372598216
EJN2021_2_Ex_Basal,,,,0.5150652868725071
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,,,
KTGR2014_Ratio-Rapa 30 mins,,,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,,,
CF2017_FTE 16,,,,0.5398630582320654
AR2021_L41 10 μM,,,,0.5147325677713923
CF2017_EOC 2,,,,0.5736193027272609
RB2022_6_PostEndurance,,,,
AH2018_SILAC_1_N,,,,
NJH2024_Sub10_HIIT_Pre,,,,
AS2011_Ratio H/L Inhi_1_2,,,,
UK2020_HCM_6,,,,
RB2022_7_PreSprint,,,,0.5467999128443194
NJH2024_Sub2_MICT_Pre,,,,
HS2024_3_PD_T2,,,,
CK2022_6 16-1,,,0.5915246518870767,
ZX2022_CB treated Replicate 1,,,,
BS2014_Log2(Ratio H/L normalized Rep_3),,,,
TM2022_mock.12h.C,,,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,,,
HH2022_Reporter intensity 0,,,,
RM2024_Intensity D2-2___2,,,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,,,
RB2022_1_PreStrength,,,,
JJ2018_Ratio H/M normalized pP2___2,,,,
AH2018_TMTMS2_2_X,0.580531442105114,,0.5697100711878073,
AR2021_L41 1 μM,,,,0.5115639597330078
JJ2018_Ratio H/M normalized pP1___2,,,0.4077653075191858,
AH2018_TMTMS2_1_N,0.5670869198504702,,0.5788223700071645,
NJH2025_Sub10_MICT_Pre,,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,0.4683280650557877,,0.5396265237827493
ZX2022_Control Replicate 3,,,,
KS2014_Intensity C4,,,0.5703480354696064,
AS2011_Ratio H/L Inhi_2,,,,
KBE2022_Log2_Ex_18_T,,,0.5535012615029119,
NJH2025_Sub9_MICT_Pre,,,,
RCJD2014_20min_1,,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,,
FSO2013_Ratio M/L normalized Rep2___3,,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,,
SR2019_MCF10A_Biol_repl_3,,,,
HS2024_7_B_T2,,0.473473498813816,,
SAS2015_PLX/DMSO_Exp3,,,,
AMK2021_Ctrl_p5,,,,
NJH2025_Sub2_HIIT_Mid,,,,
AH2018_LFQ_M_3_C,,,0.615818711774167,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,,
YA2020_Reporter_intensity_Cancer_No.2,,,0.6098411428481342,
FSO2013_Ratio H/M normalized Rep2___3,,,,
RB2022_8_PreSprint,,,,0.5485783289219441
AH2018_SILAC_IT_3_C,,,0.5698575676538794,
WZ2023_Pu_025_10min,,,0.5970032683801734,
RM2024_Intensity D2-2___3,,,,
AS2011_Ratio H/L_1,,,,
RCJD2014_10min_3,,,,
FSO2013_Ratio M/L normalized Rep3___1,,0.5187958704995531,0.572459332674985,
SR2019_JIMT1_Biol_repl_4,,,,
YP2020_Intensity C10_R2_mult_log2,,,,
ZCP2016_Ratio H/L Rep 2,,,,
CF2017_EOC 4,,,,0.5568762939435288
JJ2018_Ratio H/L normalized pP1___1,,,0.5511685184080388,
WZ2023_Pe_010_30min,,,0.5868566645145058,
MV2014_Ratio L/M normalized B2___3 (30 min),,,,
AH2018_LFQ_IT_3_N,,,0.499556306075122,
KS2014_Intensity C6,,,0.6356686394686903,
ZQ2022_N3,,,,
HW2015_Ratio H/L normalized Exp1,,,,
CK2022_12 40-1,,,0.6126218374153186,
NJH2024_Sub7_MICT_Pre,,,,
ZX2022_Control Replicate 1,,,,
JJ2018_Ratio H/M normalized pP1,,,0.5074670636341007,
CK2022_16 40-1,,,0.6132184249210906,
AH2018_SILAC_IT_2_C,,,0.5697894463676951,
CK2022_5 40-1,,,0.606687220021782,
AH2018_LFQ_3_X,,,,
UK2020_UA_3,,,,
LY2019_P7-,,,0.3722026208990943,
GF2025_P5_Adh,,,0.4960564401290944,
RB2022_1_PostStrength,,,,
JAW2011_Ratio H/L LS1b,,0.4913121297395568,,
FSO2013_Ratio H/L normalized Rep3___1,,0.5229639942441552,0.6145444763465191,
SR2019_HCC1954_Biol_repl_3,,,,
CR2017_Ratio Replicate 2.2,,,0.6064534243667181,0.5433903853873961
VOI2024_0.1uM 2 h_1 mono,,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,,
CK2022_11 16-1,,,0.6015591567101893,
ZQ2022_C1,,,,
CR2017_Ratio Replicate 2.1,,,0.899205845443795,0.521564508471731
PG2020_Intensity CT_B,,0.49022745734503176,0.5235710348983268,0.5576444130509779
JJ2018_Ratio M/L normalized___2,,,0.5241277284684542,
AH2018_SILAC_MR_1_N,,,0.6103379575548944,
KS2014_Intensity pY_E5_1,,,,
JW2021_Before_3,,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,,,
MV2014_Ratio M/H normalized B3___3 (30 min),,,,
FS2019_db/db1,,,,
NJH2025_Sub9_HIIT_Pre,,,,
JAW2011_Ratio H/L_1,,0.4791687024770896,,
RCJD2014_20min_3,,,,
AH2018_LFQ_3_C,,,0.5916570392799543,
JJ2018_Ratio M/L normalized pP3___2,,,0.3452008345939416,
AMK2021_45I_p1,,,,
NJH2025_Sub8_HIIT_Post,,,,
AH2018_LFQ_M_3_X,,,0.6297768883445224,
YA2020_Reporter_intensity_Cancer_No.4,,,0.6253061367731556,
KS2014_Intensity pY_E5_2,,,,
FSO2013_Ratio H/L normalized Rep1___3,,,,
GF2025_P4_Sph,,,0.5454686615896943,
RB2022_2_PreEndurance,,,,
JW2021_Before_1,,,,
KBE2022_Log2_Ex_25_T,,,0.5039113596355781,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,,
JJ2018_Ratio M/L normalized___1,,,0.5305792156042098,
FR2021_Intensity.H,,,,
CK2022_14 16-1,,,0.6170889082896229,
AST2020_anti-CD3+PDL2,,,,0.5470157801128438
MV2014_Ratio M/L normalized B1___1 (5 min),,,,
KBE2022_Log2_Ex_19_T,,,0.5988592708861252,
KS2014_Intensity pY_N1,,,,
RB2022_1_RecoveryEndurance,,,,
FSO2013_Ratio H/M normalized Rep1___2,,0.5306846940168696,0.6035301359870633,
HS2024_8_I_T1,,0.5276117196039146,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,,,
EP2017_Mitotic R#2 log2 ratio,,,,0.5299384460780661
AH2018_TMTMS2_1_X,0.5770962807618449,,0.578696169195333,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,,
ZCP2016_Ratio H/L Rep 3,,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,,
SR2019_MCF10A_Biol_repl_1,,,,
NJH2025_Sub8_MICT_Mid,,,,
EJN2021_5_Ex_Ins,,,,0.5064468840372975
HS2024_6_I_N2,,,,
HH2022_Reporter intensity 4,,,,
RBK2021_1326T Late,,,,
TM2022_mock.12h.B,,,,
NJH2024_Sub12_MICT_Pre,,,,
RCJD2014_15min_3,,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,,
LG2023_Control-3_intensity,,,,
JJ2018_Ratio H/L normalized pP3___2,,,0.4478487353033763,
CF2017_FTE 15,,,,0.5679923062987928
HS2024_4_I_T3,,0.4618921156884079,,
AH2018_SILAC_1_X,,,,
PG2020_Intensity 10h_B,,,0.4860993250500208,0.531507875783296
AH2018_TMTMS3_1_X,,,0.6857069471406182,
CF2017_FTE 14,,,,0.5359911146983515
NJH2024_Sub13_HIIT_Post,,,,
RM2024_Intensity D6-3___3,,,,
NJH2025_Sub7_HIIT_Pre,,,,
RBK2021_1259T Early,,,,
RKK2015_IKK+TNF-α/IKKb,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,,
PG2020_Intensity 6h_A,,0.49131912338378586,0.4196270671156297,0.517844806878776
SR2019_HCC1419_Biol_repl_3,,,,
KBE2022_Log2_Ex_14_T,,,0.5248522775499946,
EP2017_Untreated R#2 normalized log2 ratio,,,,0.4673590229330603
RM2024_Intensity D0-2___1,,,,
DB2022_Intensity L1,,,,
LY2019_P5+,,,0.5116072452639329,
HS2024_5_I_N2,,0.4962052333704119,,
SAS2015_PLX/AZD_Exp3,,,,
EP2017_Pervanadate R#2 log2 ratio,,,,0.4706207377575072
AS2011_Ratio H/L Normalized RNAi_2_1,,,,
