DatasetName,RPL34_S(3) RPL34_S(44) RPL34_S(81) RPL34_S(9),RPL34_S(113) RPL34_S(12) RPL34_S(17) RPL34_S(68) RPL34_T(15) RPL34_T(20)
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,0.4803549883354787
ZX2022_Control Replicate 1,,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,,
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,,0.48643940222231935
GF2025_P5_Adh,,0.505749026879858
RB2022_1_PostStrength,,0.4694232695151048
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.4740061091536927
SR2019_HCC1954_Biol_repl_3,,0.5013861516703514
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,,0.4751087027360074
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,0.48633246407823827
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.4430094902824275
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.6426500161276634,0.48114755250418134
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.6451061126833899,0.5014729404907005
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,0.48859474388291596
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,0.5449234782609346
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,0.4838411422490852
EJN2021_5_Ex_Ins,,0.47404439255182335
HS2024_6_I_N2,,0.49252844414364594
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,0.5162537181136082
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.49454822293739836
HS2024_4_I_T3,,0.5163247560670238
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,
CF2017_FTE 14,,0.4794839774094666
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,0.48349006023077296
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,0.4789137966392884
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.4419242344040962
SR2019_HCC1419_Biol_repl_3,,0.5031950504645244
KBE2022_Log2_Ex_14_T,0.6555839095374034,0.5061744111397264
EP2017_Untreated R#2 normalized log2 ratio,,0.513297719511822
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.446665938774679
HS2024_5_I_N2,,0.5003301435376505
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,0.5180249545046652
AS2011_Ratio H/L Normalized RNAi_2_1,,0.5022804451611423
