DatasetName,KIF15_S(1083) KIF15_S(324) KIF15_S(327) KIF15_S(378),KIF15_S(1141) KIF15_S(1169) KIF15_S(1172) KIF15_S(340) KIF15_S(568) KIF15_T(1144) KIF15_T(399)
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.5251485973262862
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.5255496748940992
SR2019_HCC1419_Biol_repl_3,,0.5078533715220209
KBE2022_Log2_Ex_14_T,,0.5470461583096746
EP2017_Untreated R#2 normalized log2 ratio,,0.5537198217738407
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,0.5244258187109546
AS2011_Ratio H/L Normalized RNAi_2_1,,
