DatasetName,DTX3L_C(221) DTX3L_S(198) DTX3L_S(202) DTX3L_S(204) DTX3L_S(216) DTX3L_S(221) DTX3L_S(256) DTX3L_S(397) DTX3L_S(4) DTX3L_S(532) DTX3L_S(535) DTX3L_S(539) DTX3L_S(545) DTX3L_S(551) DTX3L_S(9) DTX3L_T(390),DTX3L_M(532) DTX3L_S(205) DTX3L_S(3) DTX3L_S(547) DTX3L_T(526)
GF2025_P8_Adh,0.545123928369008,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5251809554464489,
CK2022_10 16-1,,0.38145194873084054
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,
NJH2024_Sub2_HIIT_Mid,0.5223169155988007,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,0.5145377379711346,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,
UK2020_HCM_4,,
SAS2015_AZD/DMSO_Exp2,0.5240230172998425,
IMM2018_normalised rep. int. CDK5L-1,0.5328538908810663,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,
EP2017_Mitotic R#1 log2 ratio,0.5327324139387796,
EJN2021_2_Ex_Basal,,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5399974240143517,
CF2017_FTE 16,0.5454811920891193,
AR2021_L41 10 μM,0.4955316819638924,
CF2017_EOC 2,0.5494968369397248,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.5247755931363538,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,0.527616429461353,
HS2024_3_PD_T2,0.5445771182229597,
CK2022_6 16-1,,0.3757078533598345
ZX2022_CB treated Replicate 1,0.5591493608689141,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5329950742709144,
TM2022_mock.12h.C,0.5359832065300195,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5303016974403447,
RM2024_Intensity D2-2___2,0.5305183415767682,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.542702643489041,
AR2021_L41 1 μM,0.5180448517561143,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5478272604719633,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.5473488249140975,
KS2014_Intensity C4,0.5351561420711474,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5322272900525631,0.36809833814234366
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5062956928693738,
MV2014_Ratio H/M normalized B2___1 (5 min),0.5268303007396645,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.514699558086234,
SAS2015_PLX/DMSO_Exp3,0.534245912111168,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5223169155988007,
AH2018_LFQ_M_3_C,0.5325238896532152,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5306923543585895,
YA2020_Reporter_intensity_Cancer_No.2,0.538664587416097,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.5228767144571681,
WZ2023_Pu_025_10min,0.556755002693927,0.3984446797811324
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.545516804317715,
FSO2013_Ratio M/L normalized Rep3___1,0.5248824322536089,
SR2019_JIMT1_Biol_repl_4,0.5201261329475774,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.541478943148711,
CF2017_EOC 4,0.5491732010494035,
JJ2018_Ratio H/L normalized pP1___1,0.5271770646762942,
WZ2023_Pe_010_30min,0.5603892795144214,0.3412171181802755
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5286056565490037,
KS2014_Intensity C6,0.5338516577521016,
ZQ2022_N3,0.526161669341948,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.3795507814863385
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5572248981513298,
JJ2018_Ratio H/M normalized pP1,0.530547901736855,
CK2022_16 40-1,,0.3811477331691398
AH2018_SILAC_IT_2_C,0.5263670441513102,
CK2022_5 40-1,,0.3778658728415385
AH2018_LFQ_3_X,0.5314711125713815,
UK2020_UA_3,,
LY2019_P7-,0.5078634908946416,
GF2025_P5_Adh,0.5266957531873645,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5346172764862502,
SR2019_HCC1954_Biol_repl_3,0.5247059546648101,
CR2017_Ratio Replicate 2.2,0.5313808660163427,
VOI2024_0.1uM 2 h_1 mono,0.5410085085081752,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5220556722493184,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.3836095751051769
ZQ2022_C1,0.5395488543365259,
CR2017_Ratio Replicate 2.1,0.5183477216850363,
PG2020_Intensity CT_B,0.5283388465276364,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5362140661380448,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,0.5269534841192322,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5274068931330003,
AH2018_LFQ_3_C,0.5369304066917376,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5386148035606542,
YA2020_Reporter_intensity_Cancer_No.4,0.5426946260672084,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5249124842834539,
RB2022_2_PreEndurance,,
JW2021_Before_1,0.5347494848844971,
KBE2022_Log2_Ex_25_T,,0.36202048272757076
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5251622715934259,
FR2021_Intensity.H,0.5200729390263797,
CK2022_14 16-1,,0.3871635912674753
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5128277954717972,
KBE2022_Log2_Ex_19_T,0.5284596063787325,0.37647406503701875
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5235435522801959,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5369191727663428,
AH2018_TMTMS2_1_X,0.544764194581931,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5306780939371495,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5228676139374474,
HH2022_Reporter intensity 4,0.5298273053368642,
RBK2021_1326T Late,0.5266460642365771,
TM2022_mock.12h.B,0.5342676877436713,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.4976257774508016,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.54029101028412,
HS2024_4_I_T3,0.5489814806425847,
AH2018_SILAC_1_X,0.5283336016306552,
PG2020_Intensity 10h_B,0.5287954188694364,
AH2018_TMTMS3_1_X,0.5366670692590216,
CF2017_FTE 14,0.5183665453931173,
NJH2024_Sub13_HIIT_Post,0.5188897795680433,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,0.5272974105036586,
RKK2015_IKK+TNF-α/IKKb,0.5671141165725746,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5221422608221661,
SR2019_HCC1419_Biol_repl_3,0.5202646909780688,
KBE2022_Log2_Ex_14_T,0.527581365997516,0.345585798698225
EP2017_Untreated R#2 normalized log2 ratio,0.5306538930642883,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5489341924358506,
HS2024_5_I_N2,0.5712036862299419,
SAS2015_PLX/AZD_Exp3,0.5215985742294702,
EP2017_Pervanadate R#2 log2 ratio,0.5310050602634017,
AS2011_Ratio H/L Normalized RNAi_2_1,,
