DatasetName,GEMIN5_S(1311) GEMIN5_S(3) GEMIN5_S(624) GEMIN5_S(7) GEMIN5_S(754) GEMIN5_S(756) GEMIN5_S(757) GEMIN5_S(765) GEMIN5_S(770) GEMIN5_S(778) GEMIN5_S(793) GEMIN5_S(810) GEMIN5_S(847) GEMIN5_T(51) GEMIN5_T(807),GEMIN5_S(1267) GEMIN5_S(1322) GEMIN5_S(48) GEMIN5_S(657) GEMIN5_S(767) GEMIN5_S(854) GEMIN5_T(1195) GEMIN5_T(1270) GEMIN5_T(1326) GEMIN5_T(748) GEMIN5_T(751)
EP2017_Mitotic R#1 log2 ratio,0.5575324936284277,0.3809652003079503
EJN2021_2_Ex_Basal,0.5499037216350419,
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),0.5537208648145157,
KTGR2014_Ratio-Rapa 30 mins,,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,,
AR2021_L41 10 μM,0.5381641244384897,
CF2017_EOC 2,0.5459142095125462,
RB2022_6_PostEndurance,0.5485714652770407,
AH2018_SILAC_1_N,,0.36478956351315545
NJH2024_Sub10_HIIT_Pre,0.5377890296508469,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,0.552392163715422,
NJH2024_Sub2_MICT_Pre,0.5411651437413809,
HS2024_3_PD_T2,0.534312938360402,
CK2022_6 16-1,0.5328372785281128,
ZX2022_CB treated Replicate 1,0.5401560478249647,
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,0.5492243217309435,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5360597931070534,0.3573808103488252
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,0.34708733199108166
AR2021_L41 1 μM,0.5521625391445178,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,0.338745602300771
NJH2025_Sub10_MICT_Pre,0.544689721053317,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.5483573370121454,
ZX2022_Control Replicate 3,0.5399774216705725,
KS2014_Intensity C4,0.5280315873686019,0.36397849992338
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,0.5457327273069346,
RCJD2014_20min_1,0.5398969224139047,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,0.5396614110696767,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.5401467761229846,
AH2018_LFQ_M_3_C,,0.3796940040148438
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.5408857429634387,
AH2018_SILAC_IT_3_C,,0.36429911567686085
WZ2023_Pu_025_10min,0.5504130133713837,
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5435579815727465,
FSO2013_Ratio M/L normalized Rep3___1,0.5571118698912354,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5642646671095777,0.3919569361800315
CF2017_EOC 4,0.5409981955441647,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5517254381060469,
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,0.3681432943331483
KS2014_Intensity C6,0.545148282755523,0.3770468231121214
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5447040693957387,
NJH2024_Sub7_MICT_Pre,0.5408036819380743,
ZX2022_Control Replicate 1,0.5426854376631643,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.5472396944128768,
AH2018_SILAC_IT_2_C,,0.3676385287362105
CK2022_5 40-1,0.5466905721403197,
AH2018_LFQ_3_X,,0.34192926643709554
UK2020_UA_3,,
LY2019_P7-,,
GF2025_P5_Adh,0.5498206762666442,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5548991912535808,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5507413606786127,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5537079333432636,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5288557065979786,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5506072806845126,
PG2020_Intensity CT_B,0.549305093816485,0.3786377144816091
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,0.3690360180245627
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,0.5453430120624958,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5417377248098985,
AH2018_LFQ_3_C,,0.37472763469162634
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,0.5461009826960426,
AH2018_LFQ_M_3_X,,0.3633140177284847
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5469346181365254,
RB2022_2_PreEndurance,0.5466125968977271,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5310589627822039,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5550768446743554,0.38079792695562775
AH2018_TMTMS2_1_X,,0.34465930461861854
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5440717275015212,0.38941841810234956
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,0.5414499604846205,
EJN2021_5_Ex_Ins,0.5458291369465869,
HS2024_6_I_N2,0.5393839652601947,
HH2022_Reporter intensity 4,0.5507913581755035,0.384735117615632
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.5492893068204687,
NJH2024_Sub12_MICT_Pre,0.5494878496519475,
RCJD2014_15min_3,0.5501835563979592,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.545169234976865,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,0.36862755115478624
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,0.3885845831951761
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,0.5447282469368863,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,0.5390356561986311,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.545097395719861,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.54357783065525,0.3811229867035337
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5204159591775642,0.38399294220252317
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,
HS2024_5_I_N2,0.5491724992727453,
SAS2015_PLX/AZD_Exp3,0.5365556561894226,
EP2017_Pervanadate R#2 log2 ratio,0.5333780754861515,0.3934450426258845
AS2011_Ratio H/L Normalized RNAi_2_1,,
