DatasetName,PARP4_C(1507) PARP4_S(1048) PARP4_S(1186) PARP4_S(1236) PARP4_S(1288) PARP4_S(1335) PARP4_S(1338) PARP4_S(1349) PARP4_S(1434) PARP4_S(1710) PARP4_S(1713) PARP4_S(1722) PARP4_S(223) PARP4_T(101) PARP4_T(1443) PARP4_T(1499) PARP4_T(333) PARP4_T(768),PARP4_S(122) PARP4_S(1223) PARP4_S(1306) PARP4_S(1507) PARP4_T(124)
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.517776697849484,
MV2014_Ratio H/M normalized B2___1 (5 min),0.5144122997927342,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.5394267508715396,
HS2024_7_B_T2,0.5050704266359323,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5055885796311774,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.4891903347122955,
YA2020_Reporter_intensity_Cancer_No.2,0.514076495794766,0.35800981126645903
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.511971798193299,
WZ2023_Pu_025_10min,0.5181333368777871,0.3721869743745582
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5219672879480989,
FSO2013_Ratio M/L normalized Rep3___1,0.5158453904485051,
SR2019_JIMT1_Biol_repl_4,0.5277243792592431,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.5059739143816343,
CF2017_EOC 4,0.500600067918455,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5138583920838031,0.3876507607396689
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5111420926851759,
KS2014_Intensity C6,0.5091257575406064,
ZQ2022_N3,0.48615719578364364,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5094244449106589,0.36097871180481755
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.5110809862407569,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.49965920467913594,
UK2020_UA_3,,
LY2019_P7-,0.4894756967728515,
GF2025_P5_Adh,0.5144074037184061,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5165902590049452,
SR2019_HCC1954_Biol_repl_3,0.5202194488702682,
CR2017_Ratio Replicate 2.2,0.5148073050159543,0.39647992523631104
VOI2024_0.1uM 2 h_1 mono,0.5097860706602435,0.3990613974948765
MV2014_Ratio L/M normalized A2___1 (10 min),0.5217683439258125,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,0.5430460638287731,
CR2017_Ratio Replicate 2.1,0.5157149838849185,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.501981710556638,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5225455464945888,
AH2018_LFQ_3_C,0.5012564318085104,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5045182274469111,
YA2020_Reporter_intensity_Cancer_No.4,0.5077032260479909,0.3768673884518563
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5237591796223565,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5101574637419622,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5092670512992633,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.5175791162516048,
KBE2022_Log2_Ex_19_T,0.5095058401160429,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5343698461845103,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5208571310893927,
AH2018_TMTMS2_1_X,0.508566526733439,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,0.5153450377863658,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5242874700441565,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5145964614147212,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,0.3811832775829208
TM2022_mock.12h.B,0.5150602049771326,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5110951916419898,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5035782680382968,
HS2024_4_I_T3,0.49555501777885563,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5122019462332984,
CF2017_FTE 14,0.5118344987153265,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,0.39079932450814103
RKK2015_IKK+TNF-α/IKKb,0.515306583055142,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5085367528713697,
EP2017_Untreated R#2 normalized log2 ratio,0.523389485002641,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5149513228410562,
HS2024_5_I_N2,0.5349703483524687,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5182900229802085,
AS2011_Ratio H/L Normalized RNAi_2_1,,
