DatasetName,KGD4_S(60) KGD4_S(90) KGD4_Y(57),KGD4_S(12) KGD4_S(4) KGD4_S(59) KGD4_S(61) KGD4_S(8) KGD4_Y(67)
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,0.5559402055523719
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,0.5506013838078502
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,0.5590883349500908
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.5939617048669806
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,0.5980558700129559
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,0.5460373328311545
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,0.5608361116258992
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,0.5592244974913163
EJN2021_5_Ex_Ins,,0.5651867880415683
HS2024_6_I_N2,,0.5430624902192605
HH2022_Reporter intensity 4,0.35562041833296215,
RBK2021_1326T Late,,0.5596641715134504
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,0.5548424849648325
RCJD2014_15min_3,,0.5454482483799593
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,,0.5564203067842987
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,0.5603864243413655
AH2018_TMTMS3_1_X,,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,0.5606470366695224
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,0.5550268002996454
RBK2021_1259T Early,,0.5819017093019723
RKK2015_IKK+TNF-α/IKKb,,0.5476021442971103
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,0.5539536048773371
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,,0.5293810947869765
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.5796169501646803
HS2024_5_I_N2,,0.5081457590198469
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,0.5467492131055277
AS2011_Ratio H/L Normalized RNAi_2_1,,
