DatasetName,HNRNPL_S(101) HNRNPL_S(151) HNRNPL_S(178) HNRNPL_S(185) HNRNPL_S(188) HNRNPL_S(29) HNRNPL_S(291) HNRNPL_S(298) HNRNPL_S(36) HNRNPL_S(52) HNRNPL_S(530) HNRNPL_S(531) HNRNPL_S(544) HNRNPL_S(589) HNRNPL_T(484) HNRNPL_T(487) HNRNPL_T(577) HNRNPL_T(98) HNRNPL_Y(92),HNRNPL_S(486)
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.5274501736839587,
ZQ2022_N3,0.5234408447274,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5212474239272988,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5207467639638734,
JJ2018_Ratio H/M normalized pP1,0.5313228309252308,
CK2022_16 40-1,0.5202539329992077,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,0.5176118175599062,
AH2018_LFQ_3_X,0.519032606503926,
UK2020_UA_3,,
LY2019_P7-,0.5154387417869533,
GF2025_P5_Adh,0.5278417233450242,
RB2022_1_PostStrength,0.5206614469455386,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5249680614603655,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5037978914050982,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5266344536486152,
ZQ2022_C1,0.5185702220281379,
CR2017_Ratio Replicate 2.1,0.5383528381495266,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5270948876686075,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5263590850542905,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5229893459280366,
AH2018_LFQ_3_C,0.5181840526828636,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5212199889292922,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5252834310295311,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5287153330179621,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5203272028096897,
FR2021_Intensity.H,,
CK2022_14 16-1,0.52569606863453,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5294723568990392,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5201598894953395,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5472176242963791,
AH2018_TMTMS2_1_X,0.5137782013326261,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5259453915547102,
HH2022_Reporter intensity 4,0.5179298957167433,
RBK2021_1326T Late,,
TM2022_mock.12h.B,0.5187865477323624,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5238395000127407,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,0.5252524448001993,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,0.5310234562973749,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5256013706857298,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5249186374693364,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.5294779847812133,
EP2017_Untreated R#2 normalized log2 ratio,0.5473049262826966,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5309036460251134,
HS2024_5_I_N2,0.5299564422521892,
SAS2015_PLX/AZD_Exp3,0.5270588350412199,
EP2017_Pervanadate R#2 log2 ratio,0.5066626493558066,
AS2011_Ratio H/L Normalized RNAi_2_1,,
