DatasetName,HS1BP3_S(138) HS1BP3_S(139) HS1BP3_S(194) HS1BP3_S(207) HS1BP3_S(225) HS1BP3_S(246) HS1BP3_S(249) HS1BP3_S(254) HS1BP3_S(280) HS1BP3_S(289) HS1BP3_S(3) HS1BP3_S(302) HS1BP3_S(68),HS1BP3_T(146)
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5089798176039237,
KS2014_Intensity C6,0.5156097302427722,
ZQ2022_N3,0.5172297930489762,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5250186225740945,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,
AH2018_SILAC_IT_2_C,0.516671226561659,
CK2022_5 40-1,,
AH2018_LFQ_3_X,0.5145566364809053,
UK2020_UA_3,,
LY2019_P7-,0.48015141744382894,
GF2025_P5_Adh,0.5399703827655024,
RB2022_1_PostStrength,0.5156100537946654,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.510562838046763,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),0.5180249457662518,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5115686810689805,
ZQ2022_C1,0.5108648217412459,
CR2017_Ratio Replicate 2.1,0.5113385874847411,
PG2020_Intensity CT_B,,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5100211484236797,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5171216647617912,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,0.5004543735402515,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5163663889421338,
YA2020_Reporter_intensity_Cancer_No.4,0.5150632071386241,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5164305285922179,
RB2022_2_PreEndurance,0.515391788237612,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.49177794840864786,
CK2022_14 16-1,0.5060690943859082,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),0.517644805057562,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,0.5128535090226146,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5194685888606849,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5185271272049614,
AH2018_TMTMS2_1_X,0.5245187542326838,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5081533844933077,
HH2022_Reporter intensity 4,0.5136375228201753,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5211440891477717,
HS2024_4_I_T3,0.5249554052366702,
AH2018_SILAC_1_X,0.5151920590667471,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5022680143081951,
CF2017_FTE 14,0.516128080087967,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.4837837931363691,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5262785696224003,
HS2024_5_I_N2,0.500989833276895,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5060672405122293,
AS2011_Ratio H/L Normalized RNAi_2_1,,
