DatasetName,IRF2BP2_M(404) IRF2BP2_M(406) IRF2BP2_S(131) IRF2BP2_S(175) IRF2BP2_S(240) IRF2BP2_S(244) IRF2BP2_S(318) IRF2BP2_S(343) IRF2BP2_S(344) IRF2BP2_S(360) IRF2BP2_S(396) IRF2BP2_S(406) IRF2BP2_S(423) IRF2BP2_S(439) IRF2BP2_S(455) IRF2BP2_S(457) IRF2BP2_S(460) IRF2BP2_S(70) IRF2BP2_S(71) IRF2BP2_T(376) IRF2BP2_T(404) IRF2BP2_T(412),IRF2BP2_S(11) IRF2BP2_S(236) IRF2BP2_S(242) IRF2BP2_S(290) IRF2BP2_S(293) IRF2BP2_S(3) IRF2BP2_S(383) IRF2BP2_S(390) IRF2BP2_S(399) IRF2BP2_S(4) IRF2BP2_S(407) IRF2BP2_S(421) IRF2BP2_S(441) IRF2BP2_S(444) IRF2BP2_S(453) IRF2BP2_S(462) IRF2BP2_S(464) IRF2BP2_T(147) IRF2BP2_T(197) IRF2BP2_T(388) IRF2BP2_T(392) IRF2BP2_T(397)
HS2024_7_B_T1,,
AH2018_LFQ_M_2_X,0.589423982580169,
AH2018_LFQ_IT_4_N,0.5877727287366703,
CK2022_15 200-1,0.6023775477592738,
RM2024_Intensity D4-1___2,,
JJ2018_Ratio H/M normalized,0.5496313863827499,
JJ2018_Ratio M/L normalized pP3___1,0.5637409230306116,
KBE2022_Log2_Ex_34_T,0.5850569414806387,
CKC2017_log2 normalized phosphoproteomics_0min_rep#2,0.5739133041599435,
LY2019_P2+,0.535348378278935,
LATM2013_Log2 Ratio (Light/Medium) Reverse,0.5684410912687017,
CK2022_2 200-1,0.6040652018688631,
AS2011_Ratio H/L Protein RNAi_2,,
MV2014_Ratio L/H normalized A3___1 (2 min),,
WZ2023_Su_010_30min,0.6068693818735295,0.4656995710146497
RN2012_H01,0.5663210868154963,
KTGR2014_Ratio-Rapa 2 mins,0.570405126280178,
EJN2021_2_Rest_Basal,0.5802174688161365,0.46502113768951947
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,0.5641211388236683,
EP2017_Pervanadate R#1 normalized log2 ratio,0.5836612943901816,0.4786131755960458
HS2024_8_B_T3,,
YA2020_Reporter_intensity_Cancer_No.3,0.5713009991184047,
KBE2022_Log2_Ex_44_U,0.5811375038867431,
WZ2023_Pe_010_20min,0.6193176768872488,0.46953836594606846
KS2014_Intensity pY_C6,0.5743845532761666,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,0.5728855732353755,0.4824518449817843
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),,0.4662744426798804
RCJD2014_10min_mean,0.5683994311783356,0.4675297276917451
KS2014_Intensity C1,0.5842820018296998,0.47011123867200605
FSO2013_Ratio H/M normalized Rep3___1,0.5691349290282081,
AH2018_SILAC_M_3_C,0.5901781130090581,
RKK2015_TNF-α+IKKb/TNF-α,,
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,
AH2018_SILAC_M_2_C,0.5868985927226664,
AH2018_SILAC_M_2_X,0.5831013184552453,
KTGR2014_Ratio-Rapa 15 mins,0.5783836907848824,
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,0.589447245585775,0.46767699798433515
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.6063160086264294,0.4662439351173065
PG2020_Intensity 6h_C,0.5768590834049104,
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.5659008515283365,
JJ2018_Ratio M/L normalized pP1___1,0.5599504403049318,
AH2018_LFQ_M_3_N,0.5867110727660417,
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,0.5761367442683153,
CK2022_15 16-1,0.556169863298127,
CK2022_3 16-1,0.5589545023919591,
LY2019_P4-,0.5907373615676172,
FSO2013_Ratio H/L normalized Rep3___2,,
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,
GF2025_P8_Adh,0.5667675375600595,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.5866547334836864,
CK2022_10 16-1,0.5824404701058818,
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,0.5648226709796954,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),,0.46814892326395463
NJH2024_Sub2_HIIT_Mid,,
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,0.5703177582498735,
UK2020_HCM_4,0.5797669725284806,
SAS2015_AZD/DMSO_Exp2,,
IMM2018_normalised rep. int. CDK5L-1,,
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,0.5817595289615473,
EP2017_Mitotic R#1 log2 ratio,0.5561581290698764,0.449480067607834
EJN2021_2_Ex_Basal,0.5811319118997241,0.46914123938259605
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,0.5758141040984935,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,0.5776853793622284,
CF2017_FTE 16,0.5849122401796641,0.4641348276837004
AR2021_L41 10 μM,0.5735783983284463,0.4767748267925011
CF2017_EOC 2,0.5849324370247645,0.4628776196725745
RB2022_6_PostEndurance,0.5691460215401113,0.46592368830719977
AH2018_SILAC_1_N,0.5840482707572482,
NJH2024_Sub10_HIIT_Pre,,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,0.5799659291507404,
RB2022_7_PreSprint,,0.465438379308792
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,0.5612862661493094,
ZX2022_CB treated Replicate 1,0.5892001958114084,
BS2014_Log2(Ratio H/L normalized Rep_3),0.5634458842642724,0.47328809835956687
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.5781259783974787,0.45335856957987314
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,0.5677868093319011,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5763143723137907,
AR2021_L41 1 μM,0.5714940344909306,0.4738655549926392
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5770881741659403,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.5820539612977907,
ZX2022_Control Replicate 3,0.5832036357032787,
KS2014_Intensity C4,0.5778653336714672,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,0.5882788364242212,0.47012755825022745
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,0.5853483380947204,0.4769816194581967
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,0.5762445207950649,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.5858452019204108,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,0.5685602922040783,
YA2020_Reporter_intensity_Cancer_No.2,0.5731053993329671,
FSO2013_Ratio H/M normalized Rep2___3,0.5891260634130867,
RB2022_8_PreSprint,,0.4658128677585421
AH2018_SILAC_IT_3_C,0.5849316681131043,
WZ2023_Pu_025_10min,0.6161085229194089,0.46975013472668503
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.5717464006438133,0.48486087298427916
FSO2013_Ratio M/L normalized Rep3___1,0.5715731102137828,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,0.576068133423996,0.4677241792553103
JJ2018_Ratio H/L normalized pP1___1,0.5475688130246753,
WZ2023_Pe_010_30min,0.6170860560330211,0.46955442103987743
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.5835490054201448,
KS2014_Intensity C6,0.5697321807905006,0.4654494323301399
ZQ2022_N3,0.575603460127896,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5943737794365724,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5859729056366171,
JJ2018_Ratio H/M normalized pP1,0.5486500619946807,
CK2022_16 40-1,0.5798414944464625,
AH2018_SILAC_IT_2_C,0.5848445342362347,
CK2022_5 40-1,0.5807506447585106,
AH2018_LFQ_3_X,0.5872644459065548,
UK2020_UA_3,0.5799941200070206,
LY2019_P7-,0.5936852699147942,
GF2025_P5_Adh,0.5628882798675033,
RB2022_1_PostStrength,0.5622637119166501,
JAW2011_Ratio H/L LS1b,0.5753393490089928,
FSO2013_Ratio H/L normalized Rep3___1,0.5758238914884003,
SR2019_HCC1954_Biol_repl_3,0.5733419370277902,
CR2017_Ratio Replicate 2.2,0.569627796350563,0.46938438001717925
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,0.5723050672906802,
CK2022_11 16-1,0.5839235508849793,
ZQ2022_C1,0.5649343777232286,
CR2017_Ratio Replicate 2.1,0.5630938596326335,0.4853212724899448
PG2020_Intensity CT_B,0.5880139423830261,
JJ2018_Ratio M/L normalized___2,0.5710766360442879,
AH2018_SILAC_MR_1_N,0.5794328973378012,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,0.46462064368838907
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,0.5777367082171794,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,0.5759809905640708,
RCJD2014_20min_3,0.5689807422286571,0.4841986688239794
AH2018_LFQ_3_C,0.58270730493753,
JJ2018_Ratio M/L normalized pP3___2,0.5684532056409525,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5900844603267189,
YA2020_Reporter_intensity_Cancer_No.4,0.5720685518433984,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5948007203531386,
RB2022_2_PreEndurance,0.5702980723496295,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5874538377513399,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,0.5706002407221722,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5574420580395599,
AST2020_anti-CD3+PDL2,0.5788475827164977,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5896291981857348,0.46750188089093875
KS2014_Intensity pY_N1,0.5709036512372244,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,0.5693076815123013,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,0.47440481973098175
EP2017_Mitotic R#2 log2 ratio,0.5500781611391802,0.4418639139221799
AH2018_TMTMS2_1_X,0.5771786567158411,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,0.5783631280871157,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5684329941392748,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.5835439022023906,0.4663179319848539
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,0.47721716475505
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5687806355323839,0.4496524702662304
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,0.5757134697169659,
JJ2018_Ratio H/L normalized pP3___2,0.567517803725078,
CF2017_FTE 15,0.5804888315226618,0.46285725725552246
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5838961861703043,
PG2020_Intensity 10h_B,0.5560316314468454,
AH2018_TMTMS3_1_X,0.5800809933742237,
CF2017_FTE 14,0.5820622826014755,0.4623900238496388
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5746414014975628,
SR2019_HCC1419_Biol_repl_3,0.5728933242878704,
KBE2022_Log2_Ex_14_T,0.5841080701715659,0.4668044808752301
EP2017_Untreated R#2 normalized log2 ratio,0.5705691918143926,0.46933358438087824
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5530497016858044,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5807844789939233,0.4529409758473788
AS2011_Ratio H/L Normalized RNAi_2_1,,
