DatasetName,MLIP_S(1) MLIP_S(10) MLIP_S(11) MLIP_S(13) MLIP_S(135) MLIP_S(14) MLIP_S(17) MLIP_S(18) MLIP_S(21) MLIP_S(27) MLIP_S(3) MLIP_S(331) MLIP_S(337) MLIP_S(349) MLIP_S(361) MLIP_S(363) MLIP_S(365) MLIP_S(376) MLIP_S(4) MLIP_S(421) MLIP_S(432) MLIP_S(496) MLIP_S(505) MLIP_S(506) MLIP_S(577) MLIP_S(578) MLIP_S(608) MLIP_S(664) MLIP_S(686) MLIP_S(693) MLIP_S(696) MLIP_S(76) MLIP_S(805) MLIP_S(807) MLIP_S(811) MLIP_S(9) MLIP_T(10) MLIP_T(2) MLIP_T(3) MLIP_T(5) MLIP_T(515) MLIP_T(687) MLIP_T(697),MLIP_S(108) MLIP_S(163) MLIP_S(188) MLIP_S(347) MLIP_S(456) MLIP_S(459) MLIP_S(464) MLIP_S(498) MLIP_S(517) MLIP_S(584) MLIP_S(6) MLIP_S(67) MLIP_S(7) MLIP_T(4) MLIP_T(447) MLIP_T(450) MLIP_T(519) MLIP_T(688) MLIP_T(70),MLIP_S(327) MLIP_S(351) MLIP_S(436) MLIP_S(5) MLIP_S(97)
JJ2018_Ratio H/M normalized pP2___2,,,
AH2018_TMTMS2_2_X,,,
AR2021_L41 1 μM,,,
JJ2018_Ratio H/M normalized pP1___2,,,
AH2018_TMTMS2_1_N,,,
NJH2025_Sub10_MICT_Pre,,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,,
ZX2022_Control Replicate 3,,,
KS2014_Intensity C4,,,
AS2011_Ratio H/L Inhi_2,,,
KBE2022_Log2_Ex_18_T,,,
NJH2025_Sub9_MICT_Pre,,,
RCJD2014_20min_1,,,
MV2014_Ratio H/M normalized B2___1 (5 min),,,
FSO2013_Ratio M/L normalized Rep2___3,,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,,
SR2019_MCF10A_Biol_repl_3,,,
HS2024_7_B_T2,,,
SAS2015_PLX/DMSO_Exp3,,,
AMK2021_Ctrl_p5,,,
NJH2025_Sub2_HIIT_Mid,,,
AH2018_LFQ_M_3_C,,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,,
YA2020_Reporter_intensity_Cancer_No.2,,,
FSO2013_Ratio H/M normalized Rep2___3,,,
RB2022_8_PreSprint,0.480548058334405,0.625372708243842,
AH2018_SILAC_IT_3_C,,,
WZ2023_Pu_025_10min,,,
RM2024_Intensity D2-2___3,,,
AS2011_Ratio H/L_1,,,
RCJD2014_10min_3,,,
FSO2013_Ratio M/L normalized Rep3___1,,,
SR2019_JIMT1_Biol_repl_4,,,
YP2020_Intensity C10_R2_mult_log2,,,
ZCP2016_Ratio H/L Rep 2,,,
CF2017_EOC 4,,,
JJ2018_Ratio H/L normalized pP1___1,,,
WZ2023_Pe_010_30min,,,
MV2014_Ratio L/M normalized B2___3 (30 min),,,
AH2018_LFQ_IT_3_N,,,
KS2014_Intensity C6,,,
ZQ2022_N3,,,
HW2015_Ratio H/L normalized Exp1,,,
CK2022_12 40-1,,,
NJH2024_Sub7_MICT_Pre,,,
ZX2022_Control Replicate 1,,,
JJ2018_Ratio H/M normalized pP1,,,
CK2022_16 40-1,,,
AH2018_SILAC_IT_2_C,,,
CK2022_5 40-1,,,
AH2018_LFQ_3_X,,,
UK2020_UA_3,0.4971379484471781,0.6402387695792452,
LY2019_P7-,0.49010925460864346,,
GF2025_P5_Adh,,,
RB2022_1_PostStrength,0.49506607314547035,0.620150566005511,
JAW2011_Ratio H/L LS1b,,,
FSO2013_Ratio H/L normalized Rep3___1,,,
SR2019_HCC1954_Biol_repl_3,,,
CR2017_Ratio Replicate 2.2,,,
VOI2024_0.1uM 2 h_1 mono,,,
MV2014_Ratio L/M normalized A2___1 (10 min),,,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,,
CK2022_11 16-1,,,
ZQ2022_C1,,,
CR2017_Ratio Replicate 2.1,,,
PG2020_Intensity CT_B,,,
JJ2018_Ratio M/L normalized___2,,,
AH2018_SILAC_MR_1_N,,,
KS2014_Intensity pY_E5_1,,,
JW2021_Before_3,,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.4901503577423588,0.6357860450505225,0.25411308856618003
MV2014_Ratio M/H normalized B3___3 (30 min),,,
FS2019_db/db1,,,
NJH2025_Sub9_HIIT_Pre,,,
JAW2011_Ratio H/L_1,,,
RCJD2014_20min_3,,,
AH2018_LFQ_3_C,,,
JJ2018_Ratio M/L normalized pP3___2,,,
AMK2021_45I_p1,,,
NJH2025_Sub8_HIIT_Post,,,
AH2018_LFQ_M_3_X,,,
YA2020_Reporter_intensity_Cancer_No.4,,,
KS2014_Intensity pY_E5_2,,,
FSO2013_Ratio H/L normalized Rep1___3,,,
GF2025_P4_Sph,,,
RB2022_2_PreEndurance,0.49792046119449396,0.6314675135822657,0.21950139767134455
JW2021_Before_1,,,
KBE2022_Log2_Ex_25_T,,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,,
MV2014_Ratio L/M normalized A2___2 (10 min),,,
JJ2018_Ratio M/L normalized___1,,,
FR2021_Intensity.H,,,
CK2022_14 16-1,,,
AST2020_anti-CD3+PDL2,,,
MV2014_Ratio M/L normalized B1___1 (5 min),,,
KBE2022_Log2_Ex_19_T,,,
KS2014_Intensity pY_N1,,,
RB2022_1_RecoveryEndurance,0.48505562783612366,0.6218732048731102,
FSO2013_Ratio H/M normalized Rep1___2,,,
HS2024_8_I_T1,,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.48473920884493166,,0.2586572557645943
EP2017_Mitotic R#2 log2 ratio,,,
AH2018_TMTMS2_1_X,,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,,
ZCP2016_Ratio H/L Rep 3,,,
AS2011_Ratio H/L Normalized RNAi_1_3,,,
SR2019_MCF10A_Biol_repl_1,,,
NJH2025_Sub8_MICT_Mid,,,
EJN2021_5_Ex_Ins,0.4895005303680853,0.6529095328390597,
HS2024_6_I_N2,,,
HH2022_Reporter intensity 4,,,
RBK2021_1326T Late,,,
TM2022_mock.12h.B,,,
NJH2024_Sub12_MICT_Pre,,,
RCJD2014_15min_3,,,
MV2014_Ratio L/H normalized B3___2 (5 min),,,
LG2023_Control-3_intensity,,,
JJ2018_Ratio H/L normalized pP3___2,,,
CF2017_FTE 15,,,
HS2024_4_I_T3,,,
AH2018_SILAC_1_X,,,
PG2020_Intensity 10h_B,,,
AH2018_TMTMS3_1_X,,,
CF2017_FTE 14,,,
NJH2024_Sub13_HIIT_Post,,,
RM2024_Intensity D6-3___3,,,
NJH2025_Sub7_HIIT_Pre,,,
RBK2021_1259T Early,,,
RKK2015_IKK+TNF-α/IKKb,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,,
PG2020_Intensity 6h_A,,,
SR2019_HCC1419_Biol_repl_3,,,
KBE2022_Log2_Ex_14_T,,,
EP2017_Untreated R#2 normalized log2 ratio,,,
RM2024_Intensity D0-2___1,,,
DB2022_Intensity L1,,,
LY2019_P5+,0.4925476738023918,,
HS2024_5_I_N2,,,
SAS2015_PLX/AZD_Exp3,,,
EP2017_Pervanadate R#2 log2 ratio,,,
AS2011_Ratio H/L Normalized RNAi_2_1,,,
