DatasetName,NRDC_S(106) NRDC_S(381) NRDC_S(58) NRDC_S(61) NRDC_S(86) NRDC_S(92) NRDC_S(96),NRDC_S(14) NRDC_S(3) NRDC_S(91) NRDC_S(94)
UK2020_HCM_6,,0.634969086040878
RB2022_7_PreSprint,,0.6761420570266414
NJH2024_Sub2_MICT_Pre,,
HS2024_3_PD_T2,,
CK2022_6 16-1,,0.6319357019810419
ZX2022_CB treated Replicate 1,0.489313288031651,0.6256358123992429
BS2014_Log2(Ratio H/L normalized Rep_3),,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,0.4959951076966809,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,0.6312653534190844
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,0.5213622236540393,
AR2021_L41 1 μM,0.4854628355339686,0.6087347046906166
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,0.5206121745661045,
NJH2025_Sub10_MICT_Pre,,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,,
ZX2022_Control Replicate 3,0.49247871065641086,0.6259230333391833
KS2014_Intensity C4,0.5448345088138461,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.6410321794935026
NJH2025_Sub9_MICT_Pre,,
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,0.493755477934431,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,0.6735422473598616
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.49588258837620025,0.6747402807538061
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.4993009108849957,0.6307893347416511
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.6508325770019884
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.49439633160240515,0.6744378106643176
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.5342379231503117,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,,0.6656201761239833
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.49639576154782356,0.631226109099587
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,0.6580497022333088
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,,0.665969587203631
AH2018_LFQ_3_X,0.48784093529756545,
UK2020_UA_3,,0.6392668206789129
LY2019_P7-,,0.6204578157721155
GF2025_P5_Adh,,0.6644052425661624
RB2022_1_PostStrength,,0.6458327313224257
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4973394606366424,0.6327257181586357
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.4431283508940162,0.622786094307502
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.6462810416510841
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5124919521902823,0.6248614991146484
PG2020_Intensity CT_B,0.5019346435788398,0.6150946283620873
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.4914100251278675,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,0.6102773024806913
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,0.6454699891340678
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.4935930341823521,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.497397338936829,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,0.6254437292167386
RB2022_2_PreEndurance,,0.6402509147037885
JW2021_Before_1,,0.6028094929676286
KBE2022_Log2_Ex_25_T,,0.6494464325208915
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,0.6368828227392034
AST2020_anti-CD3+PDL2,,0.6304791371477395
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,0.6480663617774408
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,0.6919108851663356
FSO2013_Ratio H/M normalized Rep1___2,0.503405685583691,0.6371187653280058
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,0.6401634897830406
EP2017_Mitotic R#2 log2 ratio,0.4564282984470049,0.632846088396196
AH2018_TMTMS2_1_X,0.5191796968632653,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.48144937698436124,0.6759163954338584
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.6659730784285302
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5017942308478266,
PG2020_Intensity 10h_B,,0.5937257729547508
AH2018_TMTMS3_1_X,0.48845425884404037,
CF2017_FTE 14,,0.6147208578969076
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5033319993202743,0.6440945605676758
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,0.6485951789995517
EP2017_Untreated R#2 normalized log2 ratio,0.4986695826546156,0.6219932357695843
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.6148955023389963
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.535176801335033,0.6525078618995932
AS2011_Ratio H/L Normalized RNAi_2_1,,
