DatasetName,PYCR2_S(294) PYCR2_T(301),PYCR2_S(291) PYCR2_S(303) PYCR2_S(304)
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,,0.5289582673041555
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,
HS2024_5_I_N2,,0.47279154741276425
SAS2015_PLX/AZD_Exp3,,0.5578980548219373
EP2017_Pervanadate R#2 log2 ratio,,0.49854813469227727
AS2011_Ratio H/L Normalized RNAi_2_1,,
