DatasetName,PBXIP1_S(117) PBXIP1_S(118) PBXIP1_S(119) PBXIP1_S(146) PBXIP1_S(3) PBXIP1_S(326) PBXIP1_S(330) PBXIP1_S(355) PBXIP1_S(378) PBXIP1_S(4) PBXIP1_S(43) PBXIP1_S(469) PBXIP1_S(518) PBXIP1_S(547) PBXIP1_S(550) PBXIP1_S(7) PBXIP1_S(705) PBXIP1_S(8) PBXIP1_T(123) PBXIP1_T(47),PBXIP1_S(14) PBXIP1_S(36) PBXIP1_S(407) PBXIP1_S(440) PBXIP1_S(45) PBXIP1_S(521) PBXIP1_S(522) PBXIP1_S(6) PBXIP1_S(67) PBXIP1_S(9)
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,0.4840766240710086,
HS2024_7_B_T2,,
SAS2015_PLX/DMSO_Exp3,,
AMK2021_Ctrl_p5,0.46829348831499223,
NJH2025_Sub2_HIIT_Mid,,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,0.47420749980925725,0.6157464885043467
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.48122720935343455,0.6276662711882349
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,0.47911653222228096,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,,
CF2017_EOC 4,,0.6201661189727024
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.4844821071131773,0.6290180925506891
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,,
ZQ2022_N3,0.4702248817350025,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.47566400582551854,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.47583153783079196,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.47522729430602356,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,0.47422602285344484,
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,0.4642534487808615,
GF2025_P5_Adh,0.4745991206260882,
RB2022_1_PostStrength,,0.6474757180065689
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4739020599252387,
SR2019_HCC1954_Biol_repl_3,0.47730589512974475,
CR2017_Ratio Replicate 2.2,0.47031370403521056,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,0.4758533596298064,
CR2017_Ratio Replicate 2.1,0.4787063008251019,
PG2020_Intensity CT_B,0.4736581928609307,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.47226150991596105,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,0.45622758284081444,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.4862741231775387,
RB2022_2_PreEndurance,,0.625225460727312
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.48984605565317363,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.49354453234759693,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,0.6345849880927895
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.4808433042142105,
EP2017_Mitotic R#2 log2 ratio,0.47827109504559057,0.6181930725392091
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.4834572511137022,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,0.49002988283958954,0.6207494210011122
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,0.4775452693025571,0.6129629739873169
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,0.6057697500273858
HS2024_4_I_T3,,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,,
CF2017_FTE 14,,0.5957157401463193
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.475158767622626,
SR2019_HCC1419_Biol_repl_3,0.4809761603136328,
KBE2022_Log2_Ex_14_T,0.4848531241605623,
EP2017_Untreated R#2 normalized log2 ratio,0.48364826182067466,0.6361397990899282
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.46041129461538394,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.4807335190984201,0.6221220179778314
AS2011_Ratio H/L Normalized RNAi_2_1,,
