DatasetName,CCNK_S(11) CCNK_S(3) CCNK_S(321) CCNK_S(324) CCNK_S(328) CCNK_S(329) CCNK_S(340) CCNK_S(8) CCNK_S(9),CCNK_S(22) CCNK_S(23) CCNK_S(5) CCNK_S(6)
AH2018_SILAC_IT_2_C,0.5475124973532715,
CK2022_5 40-1,0.5650678322441406,
AH2018_LFQ_3_X,0.5516460306032386,
UK2020_UA_3,,
LY2019_P7-,0.5505355713083286,
GF2025_P5_Adh,0.5212470212000775,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,
SR2019_HCC1954_Biol_repl_3,0.536776080071059,
CR2017_Ratio Replicate 2.2,0.5619706544705042,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5762372297156519,
ZQ2022_C1,0.5922202153381682,
CR2017_Ratio Replicate 2.1,0.5638692909161931,
PG2020_Intensity CT_B,0.5476087846615064,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5645207792733367,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5565539661595298,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5598412259091181,
YA2020_Reporter_intensity_Cancer_No.4,0.568137139467038,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5417531926028797,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.5921208897780238,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5736757882265558,
AST2020_anti-CD3+PDL2,0.5701450732773853,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.6014720908943338,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5046672039224115,
AH2018_TMTMS2_1_X,0.5203797235815545,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5382452165927288,
HS2024_4_I_T3,,
AH2018_SILAC_1_X,0.5487640696871757,
PG2020_Intensity 10h_B,0.5343527252128315,
AH2018_TMTMS3_1_X,0.6126372624086314,
CF2017_FTE 14,0.5511533832812961,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5491641173357845,
SR2019_HCC1419_Biol_repl_3,0.5400056277340508,
KBE2022_Log2_Ex_14_T,0.5837159801946802,
EP2017_Untreated R#2 normalized log2 ratio,0.6085461442322277,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5598784762023397,
HS2024_5_I_N2,,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.4769342518561676,
AS2011_Ratio H/L Normalized RNAi_2_1,,
