DatasetName,PI4K2A_M(5) PI4K2A_S(10) PI4K2A_S(460) PI4K2A_S(464) PI4K2A_S(468) PI4K2A_S(5) PI4K2A_S(7) PI4K2A_S(9) PI4K2A_T(4) PI4K2A_T(466),PI4K2A_S(1099) PI4K2A_S(37) PI4K2A_S(44) PI4K2A_S(459) PI4K2A_S(461) PI4K2A_S(462) PI4K2A_S(47) PI4K2A_S(51)
WZ2023_Su_010_30min,0.460468143271196,0.6030198280053892
RN2012_H01,,0.6269098196350363
KTGR2014_Ratio-Rapa 2 mins,,0.6171582500605223
EJN2021_2_Rest_Basal,,0.5667016686611319
KS2014_Intensity pY_E5_3,,
MM2018_Ratio H/L replicate 3,,
EP2017_Pervanadate R#1 normalized log2 ratio,,0.6106109243740174
HS2024_8_B_T3,,0.5599290671934758
YA2020_Reporter_intensity_Cancer_No.3,,
KBE2022_Log2_Ex_44_U,,0.6238680767595163
WZ2023_Pe_010_20min,0.4641069532438576,0.607706242422308
KS2014_Intensity pY_C6,,
AS2011_Ratio H/L Normalized_3,,
RCJD2014_15min_mean,,
RB2022_3_PreStrength,,
NJH2015_iTRAQ Subject 3 116/117 (Exercise/Basal) (normalized),0.45860640052741497,
RCJD2014_10min_mean,,
KS2014_Intensity C1,,
FSO2013_Ratio H/M normalized Rep3___1,,0.5897135304019061
AH2018_SILAC_M_3_C,,
RKK2015_TNF-α+IKKb/TNF-α,,0.60037161474547
RM2024_Intensity D0-3___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2a,,0.5843456042718278
AH2018_SILAC_M_2_C,0.4618716124571698,0.6125841887568619
AH2018_SILAC_M_2_X,0.45869837323017715,0.609811064654345
KTGR2014_Ratio-Rapa 15 mins,,0.5822496494714109
RM2024_Intensity D4-2___1,,
KBE2022_Log2_Ex_15_T,,0.6154969445717773
VOI2024_0.1uM 24 h_1 di,,
WZ2023_Su_010_10min,0.4528900132668242,0.6092875023174927
PG2020_Intensity 6h_C,,0.5710739540180196
JVO2010_Ratio M/L Normalized by Protein Noco45 - Log2 mitosis,0.49975895620665484,0.5262775546892361
JJ2018_Ratio M/L normalized pP1___1,,
AH2018_LFQ_M_3_N,0.478055638690183,0.6170567723282266
VOI2024_0.1uM 24 h_2 mono,,
AH2018_TMTMS2_3_C,,
CK2022_15 16-1,,0.5909416352374316
CK2022_3 16-1,,0.5840493933093154
LY2019_P4-,,0.5434952848962161
FSO2013_Ratio H/L normalized Rep3___2,,0.5885691012197514
KS2014_Intensity pY_PV2,,
HS2024_3_I_N2,,0.5921881452700822
GF2025_P8_Adh,0.463521933782979,0.5639979593597713
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-2,,
GF2025_P5_Sph,0.4778971114469748,0.6385017496047051
CK2022_10 16-1,,0.5917096947295586
KTGR2014_Ratio H L Normalized Rep1_AA_starvation_0_15,,
VOI2024_0.1uM 2 h_2 di,,
NJH2015_TMT Pool 131/130_C (Exercise/Basal) (normalized),0.46964441087583086,
NJH2024_Sub2_HIIT_Mid,,0.5762495944232002
AMK2021_45I_p3,,
NJH2024_Sub13_HIIT_Mid,,0.5713386405033004
DB2022_LFQ intensity R1.2,,
DB2022_Intensity R1,,
NJH2024_Sub12_MICT_Mid,,0.5849369785649483
KTGR2014_Ratio M L Normalized Rep1_Rapamycin_0_15,,0.5834902074117475
UK2020_HCM_4,,0.6122894495993922
SAS2015_AZD/DMSO_Exp2,,0.5683532156242492
IMM2018_normalised rep. int. CDK5L-1,,0.619102336332234
DB2022_LFQ intensity L2.2,,
KTGR2014_Ratio H M Normalized Rep1_AA_starvation_0_15,,0.5813798041628844
EP2017_Mitotic R#1 log2 ratio,,0.5596055469734155
EJN2021_2_Ex_Basal,,0.5790340621469994
RM2009_Ratio H/L Normalized by Corresponding Protein Level (H:60 min timepoint;L:0 min. timepoint),,
KTGR2014_Ratio-Rapa 30 mins,,0.585311891905471
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,0.6068958112320642
CF2017_FTE 16,0.47184870148477503,0.6209388367746144
AR2021_L41 10 μM,0.45683288417701917,0.5603645066203922
CF2017_EOC 2,0.45602638411220414,0.6133369655854376
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,0.44676844064800053,0.6088626059764954
NJH2024_Sub10_HIIT_Pre,,0.5543175734185953
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,0.6105837935517778
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,,0.5795161783701258
HS2024_3_PD_T2,,0.6282606098438019
CK2022_6 16-1,,0.5808368705196287
ZX2022_CB treated Replicate 1,,0.5970054912698176
BS2014_Log2(Ratio H/L normalized Rep_3),,0.5715628497533772
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,0.6000807204109199
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,0.43890872897898275,0.5607542666453603
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,,0.5618477752728588
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.48300094537794713,0.6103513825305643
ZX2022_Control Replicate 3,,0.5944924336999682
KS2014_Intensity C4,,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,0.6445802120990989
NJH2025_Sub9_MICT_Pre,,0.5817996225063393
RCJD2014_20min_1,,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,0.575533221793043
HS2024_7_B_T2,,0.5886120962136665
SAS2015_PLX/DMSO_Exp3,,0.5626028658076169
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,,0.5762495944232002
AH2018_LFQ_M_3_C,0.4818631221441505,0.6181812242290207
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,0.5972893328200677
YA2020_Reporter_intensity_Cancer_No.2,,0.5735600915650615
FSO2013_Ratio H/M normalized Rep2___3,,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,0.45665154172513756,
WZ2023_Pu_025_10min,0.4548937517656494,0.609301405476261
RM2024_Intensity D2-2___3,,0.5901721886824943
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,,
FSO2013_Ratio M/L normalized Rep3___1,,0.5652804674117917
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,0.5940352055309046
ZCP2016_Ratio H/L Rep 2,,0.5853765163425366
CF2017_EOC 4,,0.6051958205993049
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.46959392026617497,0.6089040878649922
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,0.46331674764869624,0.6094456876535156
KS2014_Intensity C6,,
ZQ2022_N3,0.46915829610446486,0.5632232876831881
HW2015_Ratio H/L normalized Exp1,,0.6157935800410815
CK2022_12 40-1,,0.5935218416141806
NJH2024_Sub7_MICT_Pre,,0.567995970319056
ZX2022_Control Replicate 1,,0.5992457904833037
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,,0.5894775356533036
AH2018_SILAC_IT_2_C,0.4512848515824741,
CK2022_5 40-1,,0.5895282565884222
AH2018_LFQ_3_X,0.46598993780394443,0.6142929482859091
UK2020_UA_3,,0.6111672460388343
LY2019_P7-,,0.4798440433551345
GF2025_P5_Adh,0.4562616769555937,0.5668677383092169
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,,0.6097154767441679
SR2019_HCC1954_Biol_repl_3,,0.5631442518152472
CR2017_Ratio Replicate 2.2,0.4649241341007196,0.5865164078201656
VOI2024_0.1uM 2 h_1 mono,0.44827569350551777,
MV2014_Ratio L/M normalized A2___1 (10 min),,0.5777004278133955
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,0.5943434778133876
ZQ2022_C1,0.4734615330557542,0.5809148038208671
CR2017_Ratio Replicate 2.1,0.4863358549039297,0.6283269453734924
PG2020_Intensity CT_B,,0.5402682770050942
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),0.4643732257430993,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,0.5819916238125179
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.47650469778721966,0.6164659841688573
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,0.5616190437179818
AH2018_LFQ_M_3_X,0.4691077744019342,0.616412924244701
YA2020_Reporter_intensity_Cancer_No.4,,0.5765756006102821
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.48621060812903816,0.6091347077494574
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,,0.5966297263161403
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,0.5886263966130195
CK2022_14 16-1,,0.5866639852879642
AST2020_anti-CD3+PDL2,,0.6484154548025732
MV2014_Ratio M/L normalized B1___1 (5 min),,0.5514649074038214
KBE2022_Log2_Ex_19_T,,0.6140392902475016
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,0.5830228448628979
HS2024_8_I_T1,0.4776468909471109,0.6103300529717951
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),0.4693935137665923,
EP2017_Mitotic R#2 log2 ratio,,0.570856417525819
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,0.6109994530908027
ZCP2016_Ratio H/L Rep 3,0.48015494499418543,0.5810918975773068
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,0.5660174862172304
EJN2021_5_Ex_Ins,,0.5847024048130407
HS2024_6_I_N2,,0.5597118726394151
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,0.5798093853648506
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.4706105950504694,0.6070782759184294
HS2024_4_I_T3,,0.5900698590013455
AH2018_SILAC_1_X,0.4350854317922847,0.6103717142246086
PG2020_Intensity 10h_B,0.44981913284947883,0.5356887583114246
AH2018_TMTMS3_1_X,,
CF2017_FTE 14,0.4710717590680808,0.6015137586279428
NJH2024_Sub13_HIIT_Post,,0.5851968132651264
RM2024_Intensity D6-3___3,,0.5940253824990737
NJH2025_Sub7_HIIT_Pre,,0.571825681303932
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,0.6065612213428638
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,0.5790276538666146
PG2020_Intensity 6h_A,0.43916773547584576,0.5815509195959545
SR2019_HCC1419_Biol_repl_3,,0.5833382334983512
KBE2022_Log2_Ex_14_T,,0.6317326972047952
EP2017_Untreated R#2 normalized log2 ratio,,0.5693555197073933
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,,0.49862337640333737
HS2024_5_I_N2,,0.5734418055167673
SAS2015_PLX/AZD_Exp3,,0.592329377311408
EP2017_Pervanadate R#2 log2 ratio,,0.5946138511961578
AS2011_Ratio H/L Normalized RNAi_2_1,,
