DatasetName,IARS1_S(1038) IARS1_S(1047) IARS1_S(1049) IARS1_S(1051) IARS1_S(1063) IARS1_S(346),IARS1_S(100) IARS1_T(187)
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5416749649493151,
SR2019_HCC1954_Biol_repl_3,0.5606256635497745,
CR2017_Ratio Replicate 2.2,0.5213690164915424,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.532710325710534,
PG2020_Intensity CT_B,0.543437978946998,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,0.5633827818030414,
KS2014_Intensity pY_E5_1,0.5330742935379756,
JW2021_Before_3,0.5291308174911887,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,,
AH2018_LFQ_3_C,0.5629062651481804,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5684288940439147,
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,0.5317844501860677,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,,
RB2022_2_PreEndurance,,
JW2021_Before_1,0.5214602055452119,
KBE2022_Log2_Ex_25_T,,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.5592210397161036,
CK2022_14 16-1,,
AST2020_anti-CD3+PDL2,,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.5661398572147239,
AH2018_TMTMS2_1_X,0.571803153305339,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,0.5353306009214657,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5339103646587121,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,0.5520325817560239,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.5623284162878354,
HS2024_4_I_T3,0.5746581750974653,
AH2018_SILAC_1_X,0.5627415699367904,
PG2020_Intensity 10h_B,0.5504448418761863,
AH2018_TMTMS3_1_X,0.5448350813555068,
CF2017_FTE 14,0.5607728610039858,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.5562919666316567,
SR2019_HCC1419_Biol_repl_3,0.5574908446910225,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.5454065525736121,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.57660551722924,
HS2024_5_I_N2,0.5466568642842412,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,0.5513873351625059,
AS2011_Ratio H/L Normalized RNAi_2_1,,
