DatasetName,NSRP1_S(146) NSRP1_S(214) NSRP1_S(248) NSRP1_S(253) NSRP1_S(254) NSRP1_S(255) NSRP1_S(275) NSRP1_S(291) NSRP1_S(33) NSRP1_S(446) NSRP1_S(457) NSRP1_S(846) NSRP1_T(223) NSRP1_T(275) NSRP1_T(503) NSRP1_Y(103),NSRP1_S(1104) NSRP1_S(27) NSRP1_S(289) NSRP1_S(293) NSRP1_T(1088) NSRP1_T(39) NSRP1_Y(8)
KTGR2014_Ratio-Rapa 30 mins,0.48637575680955625,
CKC2017_log2 normalized phosphoproteomics_90min_rep#1,,
CF2017_FTE 16,0.4889734588499451,
AR2021_L41 10 μM,0.49613726021451987,
CF2017_EOC 2,0.4919098337193576,
RB2022_6_PostEndurance,,
AH2018_SILAC_1_N,,
NJH2024_Sub10_HIIT_Pre,0.4819464015452666,
AS2011_Ratio H/L Inhi_1_2,,
UK2020_HCM_6,,
RB2022_7_PreSprint,,
NJH2024_Sub2_MICT_Pre,0.48668345714460565,
HS2024_3_PD_T2,0.4973531231167191,
CK2022_6 16-1,0.4909068382332201,
ZX2022_CB treated Replicate 1,0.48219498206051037,
BS2014_Log2(Ratio H/L normalized Rep_3),0.4982381715264146,
TM2022_mock.12h.C,,
GRW2016_Ratio M/L normalized SILAC 5a___1,,
HH2022_Reporter intensity 0,,
RM2024_Intensity D2-2___2,,
JC2019_Normalised_intensity_B_TiOx_Testis_sample_URO0126,,
RB2022_1_PreStrength,,
JJ2018_Ratio H/M normalized pP2___2,,
AH2018_TMTMS2_2_X,,
AR2021_L41 1 μM,0.4918466499203984,
JJ2018_Ratio H/M normalized pP1___2,,
AH2018_TMTMS2_1_N,,
NJH2025_Sub10_MICT_Pre,0.4860362156038945,
JVO2010_Ratio H/M Normalized by Protein Noco45 - Log2 early S,0.4908463896347698,0.6549402299299895
ZX2022_Control Replicate 3,0.48106004388059787,
KS2014_Intensity C4,0.4945310831573275,
AS2011_Ratio H/L Inhi_2,,
KBE2022_Log2_Ex_18_T,,
NJH2025_Sub9_MICT_Pre,0.4842950144860649,
RCJD2014_20min_1,0.4916544729541574,
MV2014_Ratio H/M normalized B2___1 (5 min),,
FSO2013_Ratio M/L normalized Rep2___3,0.4942346540270758,
JC2019_Normalised_intensity_C_TiOx_Testis_sample_URO0158,,
SR2019_MCF10A_Biol_repl_3,,
HS2024_7_B_T2,0.4892419542015542,
SAS2015_PLX/DMSO_Exp3,0.49928810476295976,
AMK2021_Ctrl_p5,,
NJH2025_Sub2_HIIT_Mid,0.48417967447383076,
AH2018_LFQ_M_3_C,,
CKC2017_log2 normalized phosphoproteomics_15min_rep#2,,
YA2020_Reporter_intensity_Cancer_No.2,,
FSO2013_Ratio H/M normalized Rep2___3,0.4763826465470834,
RB2022_8_PreSprint,,
AH2018_SILAC_IT_3_C,,
WZ2023_Pu_025_10min,0.5173488639711816,0.6541659426617017
RM2024_Intensity D2-2___3,,
AS2011_Ratio H/L_1,,
RCJD2014_10min_3,0.49868602251379285,
FSO2013_Ratio M/L normalized Rep3___1,0.4865580265656877,
SR2019_JIMT1_Biol_repl_4,,
YP2020_Intensity C10_R2_mult_log2,,
ZCP2016_Ratio H/L Rep 2,0.511289497702282,
CF2017_EOC 4,0.4871438060935721,
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5200285261676094,0.6538537170785562
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.4928971533768427,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.4907103925115942,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.48361243959237527,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.4910912292533479,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,0.49469300916022296,
AH2018_LFQ_3_X,,
UK2020_UA_3,,
LY2019_P7-,0.4882626022003778,
GF2025_P5_Adh,0.4833413186570768,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.4887817627081203,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5070464337974145,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.4927523273386685,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.4711003954557921,
PG2020_Intensity CT_B,0.48464270949777666,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,0.6812704214043172
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,0.48483535393528326,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.4909872116915008,
AH2018_LFQ_3_C,,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,0.48476554991816323,
AH2018_LFQ_M_3_X,,0.6563617730590285
YA2020_Reporter_intensity_Cancer_No.4,,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.4881883369643088,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.48078453436034263,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,0.48320623466578116,
CK2022_14 16-1,0.4824136812474189,
AST2020_anti-CD3+PDL2,0.48287017098112683,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.486635619695603,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,0.47035717915278064,0.6356006010528032
AH2018_TMTMS2_1_X,,
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,0.47421017890102496,
ZCP2016_Ratio H/L Rep 3,0.49608384375974346,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,0.4845248528939781,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5095598384577584,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.4774822106068287,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,0.4939669344520577,
HS2024_4_I_T3,0.48047178305142846,
AH2018_SILAC_1_X,,
PG2020_Intensity 10h_B,0.4732533541672515,
AH2018_TMTMS3_1_X,0.4814128286870204,
CF2017_FTE 14,0.48581766070640164,
NJH2024_Sub13_HIIT_Post,0.4849975466177066,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.48754079878282836,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,0.4701923897197022,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,,
EP2017_Untreated R#2 normalized log2 ratio,0.4694396292401145,0.642732181316191
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.4913672362489209,
HS2024_5_I_N2,0.47950224655615314,
SAS2015_PLX/AZD_Exp3,0.511272028652976,
EP2017_Pervanadate R#2 log2 ratio,0.48016351496195353,0.6809403132659717
AS2011_Ratio H/L Normalized RNAi_2_1,,
