DatasetName,INTS12_S(119) INTS12_S(127) INTS12_S(128) INTS12_S(375) INTS12_S(378) INTS12_T(125) INTS12_T(355),INTS12_S(379) INTS12_S(389) INTS12_S(427) INTS12_S(429) INTS12_S(437)
JJ2018_Ratio H/L normalized pP1___1,,
WZ2023_Pe_010_30min,0.5656835269825903,0.43732775082541747
MV2014_Ratio L/M normalized B2___3 (30 min),,
AH2018_LFQ_IT_3_N,,
KS2014_Intensity C6,0.5603268433092584,
ZQ2022_N3,,
HW2015_Ratio H/L normalized Exp1,,
CK2022_12 40-1,0.5682664570637014,
NJH2024_Sub7_MICT_Pre,,
ZX2022_Control Replicate 1,0.5637118587015311,
JJ2018_Ratio H/M normalized pP1,,
CK2022_16 40-1,0.573664566082361,
AH2018_SILAC_IT_2_C,,
CK2022_5 40-1,0.5647147853485597,
AH2018_LFQ_3_X,0.5680812559022884,
UK2020_UA_3,,
LY2019_P7-,0.5779518976314735,
GF2025_P5_Adh,0.5372665639291785,
RB2022_1_PostStrength,,
JAW2011_Ratio H/L LS1b,,
FSO2013_Ratio H/L normalized Rep3___1,0.5637604455843179,
SR2019_HCC1954_Biol_repl_3,,
CR2017_Ratio Replicate 2.2,0.5618186204440593,
VOI2024_0.1uM 2 h_1 mono,,
MV2014_Ratio L/M normalized A2___1 (10 min),,
RNJ2017_Log2_ratio_Tsup:Tstim_D3,,
CK2022_11 16-1,0.5579186572180493,
ZQ2022_C1,,
CR2017_Ratio Replicate 2.1,0.5770478640226183,
PG2020_Intensity CT_B,0.5523545977643697,
JJ2018_Ratio M/L normalized___2,,
AH2018_SILAC_MR_1_N,,
KS2014_Intensity pY_E5_1,,
JW2021_Before_3,,
NJH2015_iTRAQ Subject 2 117/116 (Exercise/Basal) (normalized),,
MV2014_Ratio M/H normalized B3___3 (30 min),,
FS2019_db/db1,,
NJH2025_Sub9_HIIT_Pre,,
JAW2011_Ratio H/L_1,,
RCJD2014_20min_3,0.5576631435491503,
AH2018_LFQ_3_C,0.5698804312300657,
JJ2018_Ratio M/L normalized pP3___2,,
AMK2021_45I_p1,,
NJH2025_Sub8_HIIT_Post,,
AH2018_LFQ_M_3_X,0.5713629836268369,
YA2020_Reporter_intensity_Cancer_No.4,0.5816923458512099,
KS2014_Intensity pY_E5_2,,
FSO2013_Ratio H/L normalized Rep1___3,,
GF2025_P4_Sph,0.5687723199409845,
RB2022_2_PreEndurance,,
JW2021_Before_1,,
KBE2022_Log2_Ex_25_T,0.581953621352583,
AS2011_Ratio H/L Normalized by Proteins Inhi_2,,
MV2014_Ratio L/M normalized A2___2 (10 min),,
JJ2018_Ratio M/L normalized___1,,
FR2021_Intensity.H,,
CK2022_14 16-1,0.5661375896323553,
AST2020_anti-CD3+PDL2,0.5618591670218139,
MV2014_Ratio M/L normalized B1___1 (5 min),,
KBE2022_Log2_Ex_19_T,0.5801432544841603,
KS2014_Intensity pY_N1,,
RB2022_1_RecoveryEndurance,,
FSO2013_Ratio H/M normalized Rep1___2,,
HS2024_8_I_T1,0.5521547226108525,
NJH2015_iTRAQ Subject 1 115/114 (Exercise/Basal) (normalized),,
EP2017_Mitotic R#2 log2 ratio,,
AH2018_TMTMS2_1_X,0.5743040450789172,0.47146727213672535
KTGR2014_Ratio M L Normalized Rep2_AA_starvation_0_15,,
ZCP2016_Ratio H/L Rep 3,,
AS2011_Ratio H/L Normalized RNAi_1_3,,
SR2019_MCF10A_Biol_repl_1,,
NJH2025_Sub8_MICT_Mid,,
EJN2021_5_Ex_Ins,,
HS2024_6_I_N2,0.5534935809748864,
HH2022_Reporter intensity 4,,
RBK2021_1326T Late,,
TM2022_mock.12h.B,,
NJH2024_Sub12_MICT_Pre,,
RCJD2014_15min_3,0.5598535601976427,
MV2014_Ratio L/H normalized B3___2 (5 min),,
LG2023_Control-3_intensity,0.5622962115392228,
JJ2018_Ratio H/L normalized pP3___2,,
CF2017_FTE 15,,
HS2024_4_I_T3,0.5637155026787525,0.4367654980647572
AH2018_SILAC_1_X,0.568384436554279,
PG2020_Intensity 10h_B,,
AH2018_TMTMS3_1_X,0.5663980946390922,
CF2017_FTE 14,,
NJH2024_Sub13_HIIT_Post,,
RM2024_Intensity D6-3___3,,
NJH2025_Sub7_HIIT_Pre,,
RBK2021_1259T Early,,
RKK2015_IKK+TNF-α/IKKb,0.5760690553538073,0.44541350954878406
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1b,,
PG2020_Intensity 6h_A,,
SR2019_HCC1419_Biol_repl_3,,
KBE2022_Log2_Ex_14_T,0.578069921309752,
EP2017_Untreated R#2 normalized log2 ratio,,
RM2024_Intensity D0-2___1,,
DB2022_Intensity L1,,
LY2019_P5+,0.5608682641025863,
HS2024_5_I_N2,0.5677457983993118,
SAS2015_PLX/AZD_Exp3,,
EP2017_Pervanadate R#2 log2 ratio,,
AS2011_Ratio H/L Normalized RNAi_2_1,,
